year,outcode,property_type,n_i,avg_price,sd,threshold
2012.0,BB18,S,36,145102.77777777778,56834.957734082294,117500.0
2012.0,BB18,T,126,92386.50793650794,37583.104402216915,69e3
2012.0,BB2,D,82,204742.68292682926,84279.97145096082,16e4
2012.0,BB2,F,19,65960.52631578948,27645.10494618134,48500.0
2012.0,BB2,S,136,128576.43382352941,44583.66363303645,107500.0
2012.0,BB2,T,226,80361.11504424778,35089.91816734759,63e3
2012.0,BB3,D,50,187138.0,55649.28493957235,153490.0
2012.0,BB3,F,7,12e4,42957.3431828987,102e3
2012.0,BB3,S,70,129304.9857142857,49304.66940890621,11e4
2012.0,BB3,T,186,73289.32258064517,30846.513914089803,56500.0
2012.0,BB4,D,78,234197.88461538462,98991.46776993587,170105.0
2012.0,BB4,F,28,142547.85714285713,55583.09209390547,109100.0
2012.0,BB4,S,82,135727.13414634147,72358.72423033064,104300.0
2012.0,BB4,T,199,89973.46733668342,36039.77064955342,66e3
2012.0,BB5,D,79,165839.72151898735,42348.65644765432,144997.0
2012.0,BB5,F,14,62907.142857142855,18152.652456563785,57225.0
2012.0,BB5,O,1,145e3,NA,145e3
2012.0,BB5,S,142,117039.85915492958,44127.69491814107,95e3
2012.0,BB5,T,359,72673.59331476323,35117.67936654028,52e3
2012.0,BB6,D,49,350764.28571428574,401193.7039947162,233e3
2012.0,BB6,S,38,152072.36842105264,45110.25936130695,130500.0
2012.0,BB6,T,78,80519.85897435897,28596.201895531223,62100.0
2012.0,BB7,D,89,338642.52808988764,174959.12253607396,255979.99999999997
2012.0,BB7,F,36,117223.47222222222,33910.664121639304,102250.0
2012.0,BB7,S,98,203627.14285714287,69777.67946518709,166850.0
2012.0,BB7,T,156,145455.53205128206,65891.40539485133,112750.0
2012.0,BB8,D,26,243325.0,111277.99535397823,173750.0
2012.0,BB8,F,26,93617.30769230769,67520.88261020837,48500.0
2012.0,BB8,S,43,136003.48837209304,64276.53092706324,88680.0
2012.0,BB8,T,172,89681.0988372093,48345.349789820684,62300.0
2012.0,BB9,D,45,237276.55555555556,112352.2080528168,174e3
2012.0,BB9,F,3,66666.66666666667,5773.502691896258,66e3
2012.0,BB9,S,99,113614.58585858585,64039.30311543381,81e3
2012.0,BB9,T,300,65095.35,48212.66670842819,37e3
2012.0,BD1,F,32,52062.9375,17803.964667088494,41500.0
2012.0,BD1,T,6,116500.0,22438.805672316877,102500.0
2012.0,BD10,D,60,222208.0,77671.99332307406,18e4
2012.0,BD10,F,26,95229.42307692308,42425.50068831063,72750.0
2012.0,BD10,S,115,113960.0347826087,41536.42927049266,92999.99999999999
2012.0,BD10,T,105,109001.65714285715,38598.6606057049,84196.0
2012.0,BD11,D,23,218825.78260869565,67945.78986820471,190200.0
2012.0,BD11,F,7,128214.28571428571,44892.331511867684,103900.0
2012.0,BD11,S,48,142406.25,36108.82727138745,125e3
2012.0,BD11,T,42,102944.04761904762,38934.289862788406,81300.0
2012.0,BD12,D,13,207076.92307692306,95379.47153210481,150600.0
2012.0,BD12,F,2,51250.0,37830.21279348029,40550.0
2012.0,BD12,S,58,107550.60344827586,26425.728111225413,94550.0
2012.0,BD12,T,62,85571.69354838709,33671.490067954386,65e3
2012.0,BD13,D,71,207146.45070422534,61522.71206863104,178e3
2012.0,BD13,F,8,85242.5,33642.74937805003,62899.5
2012.0,BD13,S,92,128854.83695652174,46850.940726426685,108150.0
2012.0,BD13,T,122,85046.3606557377,37477.819487067485,67500.0
2012.0,BD14,D,12,242145.83333333334,87776.99392710363,192500.0
2012.0,BD14,F,3,80616.66666666667,66411.7145790811,47400.00000000001
2012.0,BD14,S,19,142260.52631578947,55366.91395426255,122e3
2012.0,BD14,T,23,99195.65217391304,40627.67169688514,73e3
2012.0,BD15,D,25,235003.48,71552.5630685349,197800.0
2012.0,BD15,F,6,56895.0,21259.02514227781,47935.0
2012.0,BD15,O,1,105e3,NA,105e3
2012.0,BD15,S,53,125555.94339622642,45624.31882585928,106600.0
2012.0,BD15,T,52,126715.28846153847,71124.26502886025,84e3
2012.0,BD16,D,48,300083.3125,152280.76440982523,225e3
2012.0,BD16,F,56,109451.69642857143,33001.179624602206,99995.0
2012.0,BD16,S,95,151347.68421052632,46718.10390927633,13e4
2012.0,BD16,T,128,139187.109375,47444.64868063508,11e4
2012.0,BD17,D,56,260371.76785714287,81259.27950545175,204975.0
2012.0,BD17,F,50,106260.0,45609.1737997289,73790.0
2012.0,BD17,O,1,47e4,NA,47e4
2012.0,BD17,S,77,160805.5194805195,68355.00893932361,119600.0
2012.0,BD17,T,36,146541.36111111112,47598.79785826096,120500.0
2012.0,BD18,D,21,209568.57142857142,129046.10683921131,141995.0
2012.0,BD18,F,19,91368.42105263157,53685.256124435124,6e4
2012.0,BD18,S,114,155316.04385964913,79861.76581774931,108850.0
2012.0,BD18,T,103,130940.96116504855,42492.052732828255,106200.0
2012.0,BD19,D,89,245181.98876404495,126277.70993523959,195e3
2012.0,BD19,F,17,73505.88235294117,11673.071071286002,77400.0
2012.0,BD19,S,82,137643.9024390244,45758.20333270612,115885.0
2012.0,BD19,T,94,103646.01063829787,43513.52418303812,71950.0
2012.0,BD2,D,26,174457.34615384616,74457.37162642383,133500.0
2012.0,BD2,F,12,62153.333333333336,18288.15679033507,57400.0
2012.0,BD2,S,177,111425.73446327684,30187.04416863825,97900.0
2012.0,BD2,T,76,86463.03947368421,37582.08299227733,67500.0
2012.0,BD20,D,113,257362.38938053098,110587.96545764513,191200.0
2012.0,BD20,F,20,123625.0,49798.50848537957,82950.0
2012.0,BD20,S,112,161036.4732142857,54083.52308843178,132650.0
2012.0,BD20,T,189,129852.64550264551,51233.57747658457,105e3
2012.0,BD21,D,7,257164.2857142857,191198.95117016576,168e3
2012.0,BD21,F,11,74909.09090909091,16250.874102364744,55e3
2012.0,BD21,S,42,95906.45238095238,35244.80208706262,82500.0
2012.0,BD21,T,102,76276.56862745098,44863.00291647186,6e4
2012.0,BD22,D,45,236137.55555555556,93681.74285860216,189996.0
2012.0,BD22,F,5,118300.0,52357.66419541651,90200.0
2012.0,BD22,S,93,137457.4193548387,51421.13304040652,113200.0
2012.0,BD22,T,150,107000.95333333334,48928.14252442478,8e4
2012.0,BD23,D,101,368135.099009901,154033.33378197753,25e4
2012.0,BD23,F,41,185189.0243902439,111934.75751090182,125e3
2012.0,BD23,S,100,208598.15,88121.55230494881,155700.0
2012.0,BD23,T,192,160266.28645833334,66724.49339463671,118150.0
2012.0,BD24,D,14,252500.0,115048.31760880028,204500.0
2012.0,BD24,F,2,101500.0,33234.018715767736,92100.0
2012.0,BD24,S,21,235571.42857142858,153810.9461087121,16e4
2012.0,BD24,T,32,185140.625,62743.00428488859,147300.0
2012.0,BD3,D,6,164830.83333333334,54209.92228519302,139e3
2012.0,BD3,F,14,79447.14285714286,14540.166081249887,79395.0
2012.0,BD3,S,20,94974.75,28268.461386229297,79998.5
2012.0,BD3,T,153,79580.90849673202,37058.4154038131,55760.0
2012.0,BD4,D,27,177375.5185185185,97587.44941545048,129788.0
2012.0,BD4,F,11,78625.0,41608.78062380583,67500.0
2012.0,BD4,S,95,95041.05263157895,44877.80206918594,8e4
2012.0,BD4,T,97,72781.52577319587,35062.00309008931,48e3
2012.0,BD5,D,18,220468.88888888888,45451.07769237923,210499.5
2012.0,BD5,F,3,35e3,18193.405398660252,24600.0
2012.0,BD5,S,40,99696.25,40018.93091688943,70880.0
2012.0,BD5,T,149,75875.10067114094,36648.25854270253,54400.0
2012.0,BD6,D,32,153571.5625,48415.61637292415,129085.0
2012.0,BD6,F,4,46200.0,23171.13865710243,31745.0
2012.0,BD6,S,108,101968.75,28767.082971257852,85e3
2012.0,BD6,T,100,90037.24,29595.100424457694,77850.0
2012.0,BD7,D,7,159714.2857142857,44202.99494270452,125e3
2012.0,BD7,F,4,27e3,3464.1016151377544,27400.0
2012.0,BD7,S,71,103140.84507042254,34210.293260800034,92e3
2012.0,BD7,T,106,70564.3396226415,34915.97527722444,5e4
2012.0,BD8,D,8,176375.0,37886.8145175299,148700.0
2012.0,BD8,F,10,42050.0,11349.13114638199,37100.0
2012.0,BD8,S,62,104896.5,30130.80968521897,86500.0
2012.0,BD8,T,88,74235.73863636363,28403.83293848861,58100.0
2012.0,BD9,D,26,233458.8076923077,92234.86661432075,197e3
2012.0,BD9,F,15,66182.33333333333,24423.779240341828,52200.0
2012.0,BD9,S,70,136205.42857142858,57152.49678661554,105e3
2012.0,BD9,T,73,107060.90410958904,36573.15338361231,85499.99999999999
2012.0,BH1,D,11,231621.27272727274,94531.52584094991,178e3
2012.0,BH1,F,223,170098.47085201793,105467.40778603657,114800.0
2012.0,BH1,S,34,184851.4705882353,68040.35175885563,149750.0
2012.0,BH1,T,33,178925.75757575757,50219.7407668478,151200.0
2012.0,BH10,D,164,226615.23780487804,42253.74671169683,205e3
2012.0,BH10,F,25,120076.0,22266.99781440387,110600.0
2012.0,BH10,S,54,188075.92592592593,24692.107326447946,175399.99999999997
2012.0,BH10,T,12,176125.0,13892.648481055792,170300.0
2012.0,BH11,D,85,229591.76470588235,65327.27765016749,2e5
2012.0,BH11,F,28,107148.21428571429,21736.044829758473,100250.0
2012.0,BH11,S,56,167762.5,22396.085798436052,157975.0
2012.0,BH11,T,44,177845.45454545456,24779.757347625266,16e4
2012.0,BH12,D,198,217308.09595959596,55093.93503665563,185e3
2012.0,BH12,F,62,121194.35483870968,22363.74793517605,111600.0
2012.0,BH12,S,128,186258.359375,29985.949689533238,169099.5
2012.0,BH12,T,54,164512.94444444444,25368.292850109778,156975.0
2012.0,BH13,D,49,1243255.1020408163,730543.6198080007,807e3
2012.0,BH13,F,173,349976.0115606936,233748.79564355785,233800.0
2012.0,BH13,S,3,154e4,1959285.584084158,428e3
2012.0,BH13,T,10,572745.0,260960.9703150603,458500.0
2012.0,BH14,D,167,510296.80838323355,319705.9550651876,348960.0
2012.0,BH14,F,156,256429.80128205128,349746.4896801389,15e4
2012.0,BH14,S,51,279387.7450980392,85984.42451580243,234950.0
2012.0,BH14,T,53,284137.641509434,95029.95033249221,232970.0
2012.0,BH15,D,156,250744.86538461538,68027.68351990965,212750.0
2012.0,BH15,F,143,166055.0909090909,117273.8064485343,124950.0
2012.0,BH15,S,87,202193.10344827586,29543.92981804935,184600.0
2012.0,BH15,T,85,206215.29411764705,72547.10867836868,174200.0
2012.0,BH16,D,65,293380.76923076925,106415.41450707006,239200.0
2012.0,BH16,F,20,113925.0,14906.087594282446,106050.0
2012.0,BH16,S,61,206649.18032786885,61983.050433030534,18e4
2012.0,BH16,T,41,169018.29268292684,27678.01419018704,157e3
2012.0,BH17,D,100,239902.0,42638.63953995462,217800.0
2012.0,BH17,F,18,113961.11111111111,11593.729993552493,103200.0
2012.0,BH17,S,78,193953.84615384616,24049.83026269283,182545.0
2012.0,BH17,T,88,164751.13636363635,18281.219521672563,16e4
2012.0,BH18,D,141,344666.304964539,130327.19310631463,271e3
2012.0,BH18,F,10,209100.0,34754.53607484608,191800.0
2012.0,BH18,S,9,289994.44444444444,67254.64874473569,248400.0
2012.0,BH18,T,2,163500.0,19091.883092036784,158100.0
2012.0,BH19,D,76,405426.1052631579,155138.64131729215,317500.0
2012.0,BH19,F,89,208794.94382022473,87218.77340556798,158500.0
2012.0,BH19,O,1,8e5,NA,8e5
2012.0,BH19,S,24,261558.33333333334,75138.27060922368,228500.0
2012.0,BH19,T,43,247853.2558139535,96334.23019983555,207500.0
2012.0,BH2,D,6,351400.0,107294.73426035409,286700.0
2012.0,BH2,F,177,150687.76836158193,63546.520407006414,107e3
2012.0,BH2,T,9,254e3,68126.72016176913,209600.0
2012.0,BH20,D,102,353726.45098039217,164039.05757553552,25e4
2012.0,BH20,F,9,141833.33333333334,52677.082303407806,121200.0
2012.0,BH20,S,64,221358.59375,75582.59150929474,184800.0
2012.0,BH20,T,50,211577.94,64774.24536549839,174400.0
2012.0,BH21,D,283,347149.4699646643,139934.4037115032,268570.0
2012.0,BH21,F,43,139586.0465116279,36906.29273608492,121800.0
2012.0,BH21,S,92,248492.38043478262,57526.97901803632,22e4
2012.0,BH21,T,73,210959.95890410958,56367.33070386465,185900.0
2012.0,BH22,D,320,332328.375,107733.20281198609,260700.0
2012.0,BH22,F,106,189055.61320754717,66077.937906337,157250.0
2012.0,BH22,S,55,211479.9818181818,33597.89619763521,198e3
2012.0,BH22,T,29,183765.5172413793,34938.27236163464,163500.0
2012.0,BH23,D,382,387015.63350785343,246290.117331144,285300.0
2012.0,BH23,F,155,169575.74193548388,81786.98323026103,130699.99999999999
2012.0,BH23,S,145,240064.1379310345,78505.71849824244,210600.0
2012.0,BH23,T,193,233323.25388601035,92717.66551103091,187300.0
2012.0,BH24,D,225,421848.77777777775,178087.2311080113,32e4
2012.0,BH24,F,33,172140.15151515152,65096.27454879869,133700.0
2012.0,BH24,S,55,265818.1818181818,85922.41136287304,219400.0
2012.0,BH24,T,48,207793.75,38275.673660288936,182300.0
2012.0,BH25,D,223,349753.8071748879,98098.963838388,284600.0
2012.0,BH25,F,103,159602.43689320388,61508.47473008072,122100.0
2012.0,BH25,S,45,256810.0,69574.16383060075,220400.0
2012.0,BH25,T,69,224414.4927536232,74992.31534231147,183760.0
2012.0,BH3,D,47,540191.4680851063,164030.00746017427,449e3
2012.0,BH3,F,41,150691.60975609755,39241.40595842486,132500.0
2012.0,BH3,S,1,225e3,NA,225e3
2012.0,BH3,T,1,386e3,NA,386e3
2012.0,BH31,D,184,307993.41847826086,77942.23914827484,25e4
2012.0,BH31,F,20,152024.75,41132.17320179705,132600.0
2012.0,BH31,S,24,224914.375,51488.127194370696,201300.0
2012.0,BH31,T,37,171270.27027027027,23996.410204501477,157200.0
2012.0,BH4,D,21,584339.5238095238,239798.72039850822,395e3
2012.0,BH4,F,199,198691.85427135677,80409.3956064326,156500.0
2012.0,BH4,S,4,471250.0,298031.73768353375,328999.99999999994
2012.0,BH4,T,10,438300.0,149178.52839243767,349500.0
2012.0,BH5,D,27,395107.4074074074,150354.15799915654,275200.0
2012.0,BH5,F,171,169707.00584795323,94118.36135198233,11e4
2012.0,BH5,S,10,278950.0,224549.48106028757,188500.0
2012.0,BH5,T,10,172025.0,39086.877948715446,161400.0
2012.0,BH6,D,171,328959.2456140351,88610.11436119482,274500.0
2012.0,BH6,F,168,174551.54761904763,78927.92806370159,140100.0
2012.0,BH6,S,48,252253.54166666666,71710.76098035222,225e3
2012.0,BH6,T,14,270321.4285714286,101525.97377838023,189800.0
2012.0,BH7,D,96,324478.125,75007.68901375518,28e4
2012.0,BH7,F,27,124803.70370370371,30441.005132013845,115800.0
2012.0,BH7,S,38,208793.5,37670.638198161134,19e4
2012.0,BH7,T,10,196345.0,40557.7260073699,177885.0
2012.0,BH8,D,105,307640.0,113172.52006594588,24e4
2012.0,BH8,F,118,134750.51694915254,35393.26461704044,11e4
2012.0,BH8,S,62,207871.61290322582,50317.69376226038,187075.0
2012.0,BH8,T,55,171900.0,26603.527683094682,159960.0
2012.0,BH9,D,219,244371.2694063927,53550.063550751,218e3
2012.0,BH9,F,71,126418.60563380281,20993.416030119588,115e3
2012.0,BH9,S,74,197043.9189189189,25976.17975316383,182e3
2012.0,BH9,T,32,172407.34375,25167.247019796258,165300.0
2012.0,BL0,D,55,256250.87272727274,74049.95466776678,200500.0
2012.0,BL0,F,10,120600.0,28234.927149031413,117e3
2012.0,BL0,S,51,146050.78431372548,37787.705280587616,127e3
2012.0,BL0,T,89,126073.47191011236,38662.638195705724,104180.0
2012.0,BL1,D,77,279785.1948051948,156374.2767088358,2e5
2012.0,BL1,F,118,91858.55084745762,47985.93716763659,62650.0
2012.0,BL1,S,153,142702.18300653595,54625.92351253998,117500.0
2012.0,BL1,T,266,86072.0,47709.066979166986,62e3
2012.0,BL2,D,55,212185.43636363637,92200.74995030493,163400.0
2012.0,BL2,F,10,65589.0,27640.320467671056,61885.0
2012.0,BL2,S,132,122785.40909090909,44419.417275540014,98600.0
2012.0,BL2,T,144,84087.63194444444,33545.69581089375,64950.0
2012.0,BL3,D,57,204989.38596491228,79033.02865207559,156200.0
2012.0,BL3,F,22,67544.54545454546,16076.834036609713,59298.5
2012.0,BL3,S,141,112523.64539007092,43379.484020367905,87e3
2012.0,BL3,T,239,71784.11715481171,25035.860861209614,56399.99999999999
2012.0,BL4,D,19,160605.26315789475,41439.574130214794,134e3
2012.0,BL4,F,16,65154.375,16265.031701475407,57500.0
2012.0,BL4,S,95,95049.21052631579,30805.431506056782,79200.0
2012.0,BL4,T,124,72285.5241935484,24013.280242556204,59995.0
2012.0,BL5,D,88,202551.5340909091,52924.18886601155,17e4
2012.0,BL5,F,13,78742.30769230769,20842.283205799915,68800.0
2012.0,BL5,S,111,134927.73873873873,41863.73083029178,12e4
2012.0,BL5,T,89,105146.57303370787,29745.304342904135,87100.0
2012.0,BL6,D,88,280921.23863636365,147359.70502609992,2e5
2012.0,BL6,F,15,88599.33333333333,30866.66260284865,58600.0
2012.0,BL6,S,109,140943.9633027523,51081.9817655035,11e4
2012.0,BL6,T,137,110863.28467153285,47139.26835576571,85e3
2012.0,BL7,D,52,277416.3461538461,124136.3717698868,214650.0
2012.0,BL7,F,20,108831.15,35674.14141817128,99021.5
2012.0,BL7,S,42,154186.7857142857,45880.420445654534,129300.0
2012.0,BL7,T,59,175232.62711864407,101078.08812290971,115600.0
2012.0,BL8,D,109,250566.29357798165,125921.72899436987,188200.0
2012.0,BL8,F,13,173026.92307692306,100464.29634324618,81200.0
2012.0,BL8,S,148,143708.3108108108,34729.855084668285,125e3
2012.0,BL8,T,142,104221.81690140846,33876.511991614636,85e3
2012.0,BL9,D,58,217402.5,104194.63325595089,165950.0
2012.0,BL9,F,44,85907.95454545454,36073.379580009794,73e3
2012.0,BL9,S,142,128187.5985915493,42381.691911789145,105600.0
2012.0,BL9,T,229,92100.54585152838,35095.578972259565,73200.0
2012.0,BN1,D,124,464606.98387096776,182429.67332521442,364500.0
2012.0,BN1,F,542,192509.58487084872,65660.73510932707,162e3
2012.0,BN1,O,1,69999.0,NA,69999.0
2012.0,BN1,S,242,320135.6611570248,135733.29141717096,245e3
2012.0,BN1,T,338,356811.2603550296,138406.46109400754,276400.0
2012.0,BN10,D,125,244975.624,47511.81329462141,22e4
2012.0,BN10,F,48,115436.45833333333,29306.258389749066,104500.0
2012.0,BN10,S,99,203356.21212121213,29569.806926644538,185800.0
2012.0,BN10,T,56,194726.7857142857,53926.9286453149,174e3
2012.0,BN11,D,44,368735.2272727273,136440.08207862367,314e3
2012.0,BN11,F,413,164967.5641646489,100391.5609701734,117800.0
2012.0,BN11,S,78,271100.0,82756.6711714326,218700.0
2012.0,BN11,T,161,199677.45341614907,66298.25803810293,17e4
2012.0,BN12,D,179,347360.6145251397,102209.50339047784,29e4
2012.0,BN12,F,71,144133.0985915493,44085.28256496717,125e3
2012.0,BN12,S,102,237421.76470588235,56284.25910143576,195450.0
2012.0,BN12,T,33,170450.75757575757,22376.61523922673,158400.0
2012.0,BN13,D,134,304036.60447761195,98912.14457581409,237875.0
2012.0,BN13,F,60,134576.66666666666,38878.231749332444,116200.0
2012.0,BN13,S,150,220396.96666666667,41251.05531656645,202099.99999999997
2012.0,BN13,T,100,181021.6,29174.39223986775,165e3
2012.0,BN14,D,120,351226.6666666667,121443.27097219406,284250.0
2012.0,BN14,F,74,119493.52702702703,43663.495354603154,95900.0
2012.0,BN14,S,112,246613.58035714287,52063.40178733196,217150.0
2012.0,BN14,T,135,200772.40740740742,38652.94348261325,183200.0
2012.0,BN15,D,76,265049.59210526315,59884.28485987013,232500.0
2012.0,BN15,F,62,123031.12903225806,32523.266028039354,109300.0
2012.0,BN15,S,179,205006.38547486035,39523.309392551346,184400.0
2012.0,BN15,T,115,181109.99130434782,40987.71408787086,164e3
2012.0,BN16,D,262,410122.2061068702,253051.91968350144,302500.0
2012.0,BN16,F,134,163371.20895522388,62449.86196208785,132450.0
2012.0,BN16,S,126,225509.46825396825,62237.60057414637,19e4
2012.0,BN16,T,138,207479.27536231885,51231.75711116442,173100.0
2012.0,BN17,D,76,269003.2894736842,81027.34202540369,226500.0
2012.0,BN17,F,117,121551.8717948718,59926.57334267903,82740.0
2012.0,BN17,S,117,194711.53846153847,56433.10557207783,162400.0
2012.0,BN17,T,183,172088.01092896174,37553.81828964596,152e3
2012.0,BN18,D,60,477305.75,249111.98620337536,328500.0
2012.0,BN18,F,14,267135.71428571426,157646.30497581436,182250.0
2012.0,BN18,S,42,283906.6666666667,138290.56230547413,194150.0
2012.0,BN18,T,45,289827.77777777775,132134.65736424972,176e3
2012.0,BN2,D,193,367859.32642487047,226134.91338842342,254499.99999999997
2012.0,BN2,F,536,203524.68656716417,101558.5149241314,155e3
2012.0,BN2,S,177,276205.3672316384,169256.81179056404,215e3
2012.0,BN2,T,405,305715.48395061726,124276.53791276144,246600.0
2012.0,BN20,D,104,405825.4711538461,191814.07744758236,311350.0
2012.0,BN20,F,152,203379.0,101635.24688553398,14e4
2012.0,BN20,S,66,240209.0909090909,88214.62677822978,180500.0
2012.0,BN20,T,49,245796.26530612246,99136.20001601658,182900.0
2012.0,BN21,D,71,352993.661971831,137955.59014448337,248400.0
2012.0,BN21,F,298,137914.966442953,63864.13128124923,102050.0
2012.0,BN21,O,1,138e3,NA,138e3
2012.0,BN21,S,28,265954.28571428574,148386.60278022432,19e4
2012.0,BN21,T,82,210340.32926829267,76826.2473216818,171500.0
2012.0,BN22,D,64,254674.21875,115863.32773429941,214100.0
2012.0,BN22,F,60,100684.16666666667,39444.5518263969,85e3
2012.0,BN22,S,110,191014.54545454544,54004.52722504537,163e3
2012.0,BN22,T,192,158961.63541666666,32624.442085256236,141150.0
2012.0,BN23,D,90,236445.55555555556,57164.98920896359,211e3
2012.0,BN23,F,106,184919.80188679244,113336.24382411994,115e3
2012.0,BN23,S,100,176496.57,41941.816142104275,156e3
2012.0,BN23,T,140,178346.75,64871.14710956752,143850.0
2012.0,BN24,D,66,293943.1818181818,129974.13822235314,225e3
