year,outcode,property_type,n_i,avg_price,sd,threshold
2014.0,CB10,T,64,305454.921875,166604.12293201566,215e3
2014.0,CB11,D,113,598658.6548672566,231824.30286267176,478e3
2014.0,CB11,F,95,193916.6,91049.75371698383,125500.0
2014.0,CB11,O,5,251904.0,233965.9827410814,107100.00000000001
2014.0,CB11,S,91,342436.2417582418,130887.39996987577,257175.0
2014.0,CB11,T,85,278966.34117647057,110865.27776105994,226700.0
2014.0,CB2,D,85,858430.9294117647,616590.1427613382,499950.0
2014.0,CB2,F,399,361610.89974937344,118109.01550752064,3e5
2014.0,CB2,O,7,1082734.7142857143,977976.3290091628,771348.6
2014.0,CB2,S,60,532188.0833333334,199587.05982622647,418485.0
2014.0,CB2,T,135,569131.9703703703,247114.29807630592,435790.0
2014.0,CB21,D,98,485213.39795918367,312757.17773397034,344775.0
2014.0,CB21,F,19,182194.73684210525,26698.62093159725,172e3
2014.0,CB21,O,2,207500.0,10606.601717798212,204500.0
2014.0,CB21,S,75,282995.73333333334,63103.6515449487,245256.0
2014.0,CB21,T,48,245946.77083333334,58455.18405645495,210500.0
2014.0,CB22,D,146,582988.6849315069,398868.15003185085,385e3
2014.0,CB22,F,27,194259.25925925927,79635.99524016597,156100.0
2014.0,CB22,O,5,1370760.2,2707266.4824542482,109000.00000000003
2014.0,CB22,S,136,329349.54411764705,174556.78809555096,25e4
2014.0,CB22,T,78,237255.11538461538,67158.31436085713,210249.99999999997
2014.0,CB23,D,291,389666.941580756,156251.39672565256,309995.0
2014.0,CB23,F,60,150614.58333333334,34309.68827560532,128500.0
2014.0,CB23,O,7,405802.85714285716,253811.72561003335,217600.0
2014.0,CB23,S,204,250235.66176470587,60289.47241343183,23e4
2014.0,CB23,T,255,217291.92156862744,41172.33434942966,198400.0
2014.0,CB24,D,272,392958.3492647059,132367.4748112089,325e3
2014.0,CB24,F,60,154811.33333333334,49991.24586811502,12e4
2014.0,CB24,O,6,1498166.6666666667,2007152.8508478536,301e3
2014.0,CB24,S,183,275866.4043715847,75577.13284736985,239197.0
2014.0,CB24,T,176,218931.53977272726,53906.474454385025,19e4
2014.0,CB25,D,109,381556.6972477064,148506.0476917619,302e3
2014.0,CB25,F,27,123416.48148148147,54484.22820157038,83e3
2014.0,CB25,O,2,232500.0,95459.41546018391,205500.0
2014.0,CB25,S,86,246991.87209302327,54856.45814836614,228650.0
2014.0,CB25,T,137,221364.01459854015,47429.336876648485,208830.0
2014.0,CB3,D,52,856541.3653846154,650312.858290019,45e4
2014.0,CB3,F,37,307443.8918918919,178605.80783526608,24e4
2014.0,CB3,O,1,5e5,NA,5e5
2014.0,CB3,S,25,433376.0,283002.517332738,274e3
2014.0,CB3,T,37,511505.86486486485,272762.73087878677,375e3
2014.0,CB4,D,56,508707.85714285716,287051.48219917424,38e4
2014.0,CB4,F,215,201429.37209302327,72448.16309798417,170565.8
2014.0,CB4,O,3,4754007.0,3645450.6042665015,2985212.6000000006
2014.0,CB4,S,111,388099.26126126124,180296.3606799403,302500.0
2014.0,CB4,T,185,341039.2648648649,167557.4855417897,249996.0
2014.0,CB5,D,13,461744.76923076925,264119.0860101916,267e3
2014.0,CB5,F,59,355888.2033898305,192910.85669630612,228200.0
2014.0,CB5,O,3,3425e3,5695228.26583799,160000.00000000003
2014.0,CB5,S,69,305925.14492753625,77391.73946538924,275e3
2014.0,CB5,T,54,564794.0370370371,462484.51036601124,274e3
2014.0,CB6,D,309,298528.3656957929,128467.15042574868,235e3
2014.0,CB6,F,22,105338.40909090909,30704.725143827764,88e3
2014.0,CB6,O,6,560500.0,589972.7112333247,178e3
2014.0,CB6,S,209,193287.85167464116,49641.594457381834,165e3
2014.0,CB6,T,186,177773.2634408602,51708.593467837774,143750.0
2014.0,CB7,D,154,287160.8116883117,128684.99495267829,224750.0
2014.0,CB7,F,51,135932.0588235294,35216.03957256509,119950.0
2014.0,CB7,O,4,278550.0,329561.94663016946,122999.99999999999
2014.0,CB7,S,144,194312.46527777778,61427.57890689183,155450.0
2014.0,CB7,T,223,188677.9865470852,66508.8686749951,155e3
2014.0,CB8,D,244,392822.4262295082,200094.06391428833,289950.0
2014.0,CB8,F,71,145027.64788732395,65444.062461900256,11e4
2014.0,CB8,O,13,3870364.153846154,6714047.744411635,288602.19999999995
2014.0,CB8,S,140,220960.69285714286,82032.04063002799,172550.0
2014.0,CB8,T,231,176230.24675324676,62276.65784192809,148e3
2014.0,CB9,D,214,284801.18224299065,111095.33144833102,24e4
2014.0,CB9,F,52,123723.46153846153,19074.173472660834,113296.5
2014.0,CB9,O,5,1059012.4,1544292.7853126817,181e3
2014.0,CB9,S,137,197239.598540146,45581.14343438714,178e3
2014.0,CB9,T,261,158810.56704980842,36931.30893752286,141e3
2014.0,CF10,D,3,365e3,245764.11454889015,233e3
2014.0,CF10,F,373,155033.1528150134,63722.56510739636,125e3
2014.0,CF10,O,11,3346321.6363636362,4502124.8478787495,538617.0
2014.0,CF10,S,5,159190.0,54803.56284038475,127200.0
2014.0,CF10,T,49,181368.8775510204,73245.52567922739,135e3
2014.0,CF11,D,11,246863.45454545456,76031.2652207809,22e4
2014.0,CF11,F,356,152478.51123595505,58619.84906653186,122e3
2014.0,CF11,O,7,805141.0,1078215.761312951,131e3
2014.0,CF11,S,53,160438.5849056604,43607.67159017655,141e3
2014.0,CF11,T,353,199903.96317280454,109551.00290463144,135e3
2014.0,CF14,D,246,349474.6300813008,213733.53530971493,266500.0
2014.0,CF14,F,237,125348.68776371308,67131.55742022382,101e3
2014.0,CF14,O,5,14201600.0,18536810.548203807,677000.0000000002
2014.0,CF14,S,499,241342.57915831663,77967.06075386988,198780.0
2014.0,CF14,T,381,190491.72965879264,39367.09046215724,167e3
2014.0,CF15,D,97,311892.78350515466,112893.00820487685,245800.0
2014.0,CF15,F,25,161696.0,85152.7413436193,96e3
2014.0,CF15,O,4,3252499.75,1659966.9278834795,2621999.9999999995
2014.0,CF15,S,70,208612.85714285713,79782.8001176756,16e4
2014.0,CF15,T,102,168079.36274509804,55551.654009612954,129965.0
2014.0,CF2,F,1,95e3,NA,95e3
2014.0,CF23,D,195,387136.53846153844,179478.89124997944,266100.0
2014.0,CF23,F,167,143264.23353293413,69214.10212234038,101800.0
2014.0,CF23,O,4,3768499.75,5775570.635732333,22299.899999999998
2014.0,CF23,S,210,250325.69523809524,109493.64394225614,177e3
2014.0,CF23,T,290,199849.25172413792,93402.9351570958,134985.0
2014.0,CF24,D,13,187496.15384615384,59537.27985311129,181770.0
2014.0,CF24,F,144,102722.88194444444,31464.296602534407,86950.0
2014.0,CF24,O,9,413049.3333333333,523094.9568711211,184e3
2014.0,CF24,S,43,156997.67441860464,53048.78813916798,126500.0
2014.0,CF24,T,668,160608.11526946106,44130.04350752668,137e3
2014.0,CF3,D,147,294196.68707482994,136748.59285578912,208999.99999999997
2014.0,CF3,F,58,85537.93103448275,23000.7233111758,75050.0
2014.0,CF3,O,10,631293.8,938053.184861522,177999.99999999997
2014.0,CF3,S,243,151537.93004115226,38527.89708146397,125e3
2014.0,CF3,T,195,125514.34358974358,34618.67106056924,107e3
2014.0,CF30,T,1,89950.0,NA,89950.0
2014.0,CF31,D,193,197520.82901554403,54863.86271364092,165e3
2014.0,CF31,F,24,78131.04166666667,31016.780450587183,58850.0
2014.0,CF31,O,12,1043594.75,1422479.0077136543,143207.2
2014.0,CF31,S,297,129806.13804713805,37257.675491159214,113900.0
2014.0,CF31,T,197,110223.92893401015,29791.893712802546,94900.0
2014.0,CF32,D,118,235229.63559322033,90286.99971725162,195414.5
2014.0,CF32,F,13,99788.46153846153,110238.18181904686,55400.0
2014.0,CF32,O,4,322058.25,485351.7613431692,79e3
2014.0,CF32,S,162,117827.18518518518,43086.84386202288,92150.0
2014.0,CF32,T,211,83275.68720379147,46028.83999786776,58e3
2014.0,CF33,D,59,171113.98305084746,44267.407658959826,14e4
2014.0,CF33,F,7,71214.28571428571,19356.000669166187,67200.0
2014.0,CF33,O,3,130133.66666666667,104636.55049901699,82200.40000000001
2014.0,CF33,S,81,100056.79012345678,22554.140076001593,87e3
2014.0,CF33,T,49,98103.87755102041,22670.346505799756,85600.0
2014.0,CF34,D,34,185573.5,63428.30295612472,161350.0
2014.0,CF34,F,6,34666.666666666664,15422.926656982672,25e3
2014.0,CF34,O,6,134e3,65975.75312188562,121500.0
2014.0,CF34,S,54,96915.46296296296,35466.45416457693,72250.0
2014.0,CF34,T,133,68495.4887218045,29346.823339166553,5e4
2014.0,CF35,D,190,243593.54736842104,102175.94310420236,194998.5
2014.0,CF35,F,5,84e3,33443.98301638129,61200.00000000001
2014.0,CF35,O,3,241e4,4018370.3164342633,92e3
2014.0,CF35,S,187,141663.807486631,32816.99214420551,125e3
2014.0,CF35,T,72,125221.25,36704.611347760394,96150.0
2014.0,CF36,D,99,261935.70707070708,131628.20003476803,208100.0
2014.0,CF36,F,34,159675.0,86611.43833235886,109500.0
2014.0,CF36,O,2,169475.0,13399.673503485075,165685.0
2014.0,CF36,S,95,192929.73684210525,60456.79956394581,157700.0
2014.0,CF36,T,49,152090.81632653062,48922.5362110319,125e3
2014.0,CF37,D,84,189988.63095238095,56236.161287521565,164995.0
2014.0,CF37,F,75,80298.44,19921.31608064249,75e3
2014.0,CF37,O,10,287150.0,250607.48969033005,112650.0
2014.0,CF37,S,109,118983.50458715597,44824.438600649584,9e4
2014.0,CF37,T,324,91265.4074074074,31363.50682812691,75e3
2014.0,CF38,D,127,235258.96062992126,55370.41952138912,204800.0
2014.0,CF38,F,5,87500.0,29283.100928692646,70600.0
2014.0,CF38,S,171,134917.45614035087,29229.954420123144,119950.0
2014.0,CF38,T,97,114410.10309278351,34021.45504110989,95900.0
2014.0,CF39,D,77,173412.0779220779,39675.10444511382,158400.0
2014.0,CF39,F,8,27506.25,8974.266285170217,24965.0
2014.0,CF39,O,1,35e3,NA,35e3
2014.0,CF39,S,72,100022.91666666667,35914.909157951995,8e4
2014.0,CF39,T,205,69756.56097560975,23195.094478047038,57e3
2014.0,CF4,D,1,93e4,NA,93e4
2014.0,CF40,D,10,152200.0,54527.87258722725,144400.0
2014.0,CF40,F,5,29400.0,2678.619047195775,27800.0
2014.0,CF40,O,3,179333.33333333334,143723.11342763674,106200.0
2014.0,CF40,S,29,101308.62068965517,41026.489850560305,75e3
2014.0,CF40,T,188,60700.79255319149,28365.272127194276,45100.0
2014.0,CF41,D,8,128687.5,64113.14635637753,92900.0
2014.0,CF41,F,5,21800.0,4604.345773288535,19600.0
2014.0,CF41,O,1,29e3,NA,29e3
2014.0,CF41,S,11,93227.27272727272,47693.48154431779,65e3
2014.0,CF41,T,111,62658.333333333336,25227.169267328125,45e3
2014.0,CF42,D,11,132681.81818181818,55128.15647528617,12e4
2014.0,CF42,O,1,5e4,NA,5e4
2014.0,CF42,S,18,72777.77777777778,37326.54875326763,50499.99999999999
2014.0,CF42,T,157,58334.71337579618,23025.669665378136,44e3
2014.0,CF43,D,1,128e3,NA,128e3
2014.0,CF43,F,2,21750.0,1767.7669529663688,21250.0
2014.0,CF43,O,1,4e4,NA,4e4
2014.0,CF43,S,6,77491.66666666667,25648.594828307196,57475.0
2014.0,CF43,T,131,46952.26717557252,18509.714158880266,35e3
2014.0,CF44,D,137,187330.71532846717,53721.47262131028,156800.0
2014.0,CF44,F,29,65681.03448275862,16594.956278689788,62920.0
2014.0,CF44,O,7,555956.1428571428,713801.2017927747,112460.0
2014.0,CF44,S,110,104400.33636363636,35439.626800610575,77700.0
2014.0,CF44,T,281,66292.52669039146,25891.466417255946,5e4
2014.0,CF45,D,24,178678.83333333334,113886.04600391479,139999.99999999997
2014.0,CF45,F,4,75625.0,12644.992421244599,71250.0
2014.0,CF45,O,1,245859.0,NA,245859.0
2014.0,CF45,S,35,93288.11428571428,43795.89719621975,64200.0
2014.0,CF45,T,186,58759.11827956989,24572.019701761837,42e3
2014.0,CF46,D,60,191686.58333333334,56328.995600240574,174800.0
2014.0,CF46,F,1,175500.0,NA,175500.0
2014.0,CF46,O,2,27e4,247487.37341529163,200000.00000000003
2014.0,CF46,S,75,114806.53333333334,31174.37722316601,105200.0
2014.0,CF46,T,114,71125.78947368421,32585.767470426443,47666.399999999994
2014.0,CF47,D,41,184268.29268292684,83790.59072779112,158500.0
2014.0,CF47,F,5,63300.0,12034.325905508791,54400.0
2014.0,CF47,O,2,277500.0,210010.7140124046,218100.0
2014.0,CF47,S,49,112094.89795918367,44743.83249503261,78999.99999999999
2014.0,CF47,T,168,75597.61904761905,31632.675542258363,57100.0
2014.0,CF48,D,75,185789.86666666667,49718.85370934424,17e4
2014.0,CF48,F,3,54e3,3605.5512754639894,53e3
2014.0,CF48,O,7,237813.0,242338.96823182743,64171.99999999999
2014.0,CF48,S,73,110583.95890410959,44839.399220513886,84370.0
2014.0,CF48,T,161,69409.87577639752,24422.68621941435,55e3
2014.0,CF5,D,122,325547.9426229508,159440.38311950397,225750.0
2014.0,CF5,F,148,110119.25675675676,49087.35125799175,8e4
2014.0,CF5,O,8,2035180.0,5299879.481924929,116e3
2014.0,CF5,S,290,187071.8620689655,105073.02443786754,132e3
2014.0,CF5,T,424,170565.43632075473,66284.9868497005,130995.0
2014.0,CF61,D,54,281872.22222222225,101662.85785215104,229455.0
2014.0,CF61,F,4,103250.0,52130.44535905418,74200.0
2014.0,CF61,S,48,173061.72916666666,54557.80630718897,150201.30000000002
2014.0,CF61,T,44,134905.54545454544,35318.33800407345,119600.0
2014.0,CF62,D,165,243549.02424242423,77091.16166511866,195995.0
2014.0,CF62,F,46,104282.82608695653,45109.543541277555,82750.0
2014.0,CF62,O,4,205111.25,138956.82545158884,142504.5
2014.0,CF62,S,252,160816.1984126984,49346.177138009116,13e4
2014.0,CF62,T,237,132139.59915611814,44679.594747780924,105e3
2014.0,CF63,D,51,212430.29411764705,37883.7378621984,193500.0
2014.0,CF63,F,34,89779.41176470589,25815.678574260925,78600.0
2014.0,CF63,O,5,131400.0,62767.82615321324,92e3
2014.0,CF63,S,65,135448.38461538462,24048.97326140733,124959.0
2014.0,CF63,T,196,109552.14285714286,23387.38184336116,96e3
2014.0,CF64,D,120,406144.99166666664,160024.86695655188,308500.0
2014.0,CF64,F,218,148186.72018348624,51518.904524551195,125e3
2014.0,CF64,O,8,443031.25,612687.2955253881,75750.0
2014.0,CF64,S,197,269615.8781725888,131379.44223925343,195e3
2014.0,CF64,T,208,240160.8173076923,107750.67353905986,177550.0
2014.0,CF71,D,65,471276.1384615385,189677.27888820437,375990.0
2014.0,CF71,F,6,312483.3333333333,171380.8643538323,209975.0
2014.0,CF71,O,1,459500.0,NA,459500.0
2014.0,CF71,S,44,297764.0909090909,117092.15190903793,248900.0
2014.0,CF71,T,16,244437.5,60745.88463426967,199750.0
2014.0,CF72,D,177,236152.61581920905,66007.78782031035,203796.0
2014.0,CF72,F,22,214454.54545454544,133846.38575006416,102900.0
2014.0,CF72,O,4,626500.0,1062499.7254901608,97899.99999999999
2014.0,CF72,S,177,140763.08474576272,33405.99878557886,120800.0
2014.0,CF72,T,128,133516.015625,38071.532074139,111600.0
2014.0,CF81,D,41,178076.0975609756,37465.37600759192,172995.0
2014.0,CF81,F,6,51325.0,6231.673130067077,49975.0
2014.0,CF81,O,1,105e3,NA,105e3
2014.0,CF81,S,36,86494.22222222222,28920.34491605333,66500.0
2014.0,CF81,T,93,68272.79569892473,18737.842325996193,57900.0
2014.0,CF82,D,94,189391.59574468085,40008.7343703952,170500.0
2014.0,CF82,F,3,119666.66666666667,58286.64798505171,89800.0
2014.0,CF82,O,3,153044.0,99632.21270251906,101652.8
2014.0,CF82,S,136,123270.54411764706,40423.31517969002,1e5
2014.0,CF82,T,78,100269.80769230769,25122.333010125243,85e3
2014.0,CF83,D,227,227980.1101321586,69350.64569159974,188600.0
2014.0,CF83,F,43,85303.48837209302,29607.7981912199,67300.0
2014.0,CF83,O,11,885498.8181818182,1661143.7622663379,13e4
2014.0,CF83,S,268,135728.80597014926,31920.923174530395,124e3
2014.0,CF83,T,318,116408.91509433962,36729.43477303606,92100.0
2014.0,CF99,O,1,405e5,NA,405e5
2014.0,CH1,D,70,265084.2,139305.99536351723,178500.0
2014.0,CH1,F,169,152909.68639053253,75251.36388332024,12e4
2014.0,CH1,O,25,3682124.32,5015122.104024634,434e3
2014.0,CH1,S,92,157667.86956521738,59210.74022232036,124649.70000000001
2014.0,CH1,T,160,157469.63125,74335.74508973167,12e4
2014.0,CH2,D,146,292902.98630136985,109941.90002981268,222250.0
2014.0,CH2,F,88,133450.31818181818,35943.735920471394,117299.99999999999
2014.0,CH2,S,257,215206.13229571984,79045.46918648858,17e4
2014.0,CH2,T,222,168777.4954954955,74117.76565060798,142300.0
2014.0,CH3,D,241,375717.82157676347,160110.92575385203,292e3
2014.0,CH3,F,65,186657.5846153846,105490.8468341111,11e4
2014.0,CH3,O,10,1000182.6,1522260.8545759388,240300.0
2014.0,CH3,S,227,221602.99118942732,98864.0676111366,179990.0
2014.0,CH3,T,154,190077.4220779221,66915.72142352756,147850.0
2014.0,CH4,D,228,305662.6929824561,180781.2590312595,217099.49999999997
2014.0,CH4,F,55,126711.09090909091,57150.145828618166,103100.0
2014.0,CH4,O,4,2105e3,2160270.0448477888,962e3
2014.0,CH4,S,249,167369.2409638554,78386.21641166808,129700.0
2014.0,CH4,T,135,165882.38518518518,81936.19668722086,127500.0
2014.0,CH41,D,6,110997.5,19379.422269510513,116495.0
2014.0,CH41,F,45,86965.33333333333,40445.14088131096,62590.0
2014.0,CH41,O,17,379511.5294117647,1192503.2011735921,57700.0
2014.0,CH41,S,88,109272.68181818182,35068.40936992547,92995.0
2014.0,CH41,T,124,69643.91129032258,30583.643062788753,55e3
2014.0,CH42,D,27,352355.18518518517,175098.09447125456,206600.0
2014.0,CH42,F,52,70480.34615384616,36718.98552247048,46045.399999999994
2014.0,CH42,O,8,295300.0,455163.00690757245,120150.0
2014.0,CH42,S,146,139939.5890410959,61155.00499862354,11e4
2014.0,CH42,T,237,78684.4135021097,33438.42261857042,6e4
2014.0,CH43,D,114,240637.80701754385,111888.43103235819,167450.0
2014.0,CH43,F,126,100958.09523809524,49089.0861102838,7e4
2014.0,CH43,O,4,132832.5,54510.35582040046,131400.0
2014.0,CH43,S,212,161340.65566037735,74204.74235588734,124635.0
2014.0,CH43,T,102,114463.7156862745,51372.114571738544,88e3
2014.0,CH44,D,13,137688.46153846153,59501.42909294334,120600.0
2014.0,CH44,F,18,72166.66666666667,30806.67899317022,46150.0
2014.0,CH44,O,10,92499.9,45363.207069777985,64499.999999999985
2014.0,CH44,S,136,115612.64705882352,41312.86304566734,92e3
2014.0,CH44,T,219,75500.76712328767,24883.27723381831,60199.99999999999
2014.0,CH45,D,38,211560.52631578947,95210.1829651432,159600.0
2014.0,CH45,F,93,96060.20430107527,42571.49356454977,75e3
2014.0,CH45,O,5,108600.0,42205.44988505631,103800.0
2014.0,CH45,S,231,161309.99567099568,51779.172037941695,13e4
2014.0,CH45,T,136,109722.92647058824,43130.22517714914,88e3
2014.0,CH46,D,95,176401.05263157896,49046.52805014637,152100.0
2014.0,CH46,F,9,87455.55555555556,26154.35485302166,83100.0
2014.0,CH46,O,1,25e4,NA,25e4
2014.0,CH46,S,165,123865.06060606061,25074.925607140332,110399.99999999999
2014.0,CH46,T,60,100984.2,22436.936377171016,84700.0
2014.0,CH47,D,44,398409.88636363635,178852.65778264808,254500.0
2014.0,CH47,F,52,144123.07692307694,78979.98844429286,1e5
2014.0,CH47,O,1,4e4,NA,4e4
2014.0,CH47,S,88,268068.7159090909,104181.52520071996,200200.0
2014.0,CH47,T,55,195258.18181818182,73165.83254626815,15e4
2014.0,CH48,D,80,446489.9875,281234.72909272887,315e3
2014.0,CH48,F,67,170453.49253731343,76065.8067726952,120800.0
2014.0,CH48,S,80,254392.3375,110787.4280338387,186415.0
2014.0,CH48,T,35,189372.85714285713,74659.49404074586,142600.0
2014.0,CH49,D,91,231443.9010989011,59914.764331424274,2e5
2014.0,CH49,F,52,70374.03846153847,28415.675890469633,50750.0
2014.0,CH49,S,248,153020.56451612903,39427.87774668018,134025.0
2014.0,CH49,T,89,100622.05617977527,29339.95116667233,86800.0
2014.0,CH5,D,205,214957.11219512194,71838.20231693934,170800.0
2014.0,CH5,F,24,84083.33333333333,36490.816791967365,66800.0
2014.0,CH5,O,13,8751415.0,14381311.833058728,248097.0
2014.0,CH5,S,252,123391.33333333333,29284.68439385696,109963.5
2014.0,CH5,T,120,100535.66666666667,36265.31394160145,75350.0
2014.0,CH6,D,53,172610.28301886792,60444.25959267614,143400.0
2014.0,CH6,F,3,39e3,22869.193252058543,26800.0
2014.0,CH6,O,2,43289.5,37774.35135776656,32605.300000000003
2014.0,CH6,S,87,111856.89655172414,30135.94987950996,93800.0
2014.0,CH6,T,39,106986.92307692308,73306.64746564135,75e3
2014.0,CH60,D,129,426532.8604651163,175224.5982004125,326e3
2014.0,CH60,F,30,154916.66666666666,94558.0403165471,117100.0
2014.0,CH60,O,1,205e3,NA,205e3
2014.0,CH60,S,89,217131.96629213484,72644.8629214334,17e4
2014.0,CH60,T,20,165501.25,72569.42523279636,129700.0
2014.0,CH61,D,80,253118.25,107216.8173626682,190600.0
2014.0,CH61,F,8,93493.75,17363.14729329252,89955.0
2014.0,CH61,O,4,260521.75,127864.25009458273,196536.3
2014.0,CH61,S,204,187692.88235294117,61553.549681636854,158e3
2014.0,CH61,T,21,136297.61904761905,29813.54757568476,125e3
2014.0,CH62,D,56,276813.48214285716,99815.84293797183,224250.0
2014.0,CH62,F,30,104033.33333333333,36844.017278187814,79350.0
2014.0,CH62,O,7,1428571.4285714286,2107474.22737447,28e4
2014.0,CH62,S,177,137161.83615819208,41659.595112449555,12e4
2014.0,CH62,T,169,114506.8875739645,40685.18333020372,94580.0
2014.0,CH63,D,114,274126.51754385966,113941.04726259169,223800.0
2014.0,CH63,F,40,84293.5,35845.88695784876,66440.0
2014.0,CH63,O,4,184375.0,149253.35004615475,113999.99999999999
2014.0,CH63,S,244,166154.0163934426,40293.65226452605,145e3
2014.0,CH63,T,61,127712.95081967213,27281.369961585042,115e3
2014.0,CH64,D,153,343910.75163398695,156865.14686793377,249770.0
2014.0,CH64,F,40,164633.0,105431.46036947903,85950.0
2014.0,CH64,O,5,3425704.2,5300723.507337296,284300.0
2014.0,CH64,S,87,197139.7816091954,92959.4887226045,145800.0
2014.0,CH64,T,71,152472.46478873238,56492.89698634206,122500.0
2014.0,CH65,D,65,195488.63076923077,39847.469685025644,169960.0
2014.0,CH65,F,31,77982.25806451614,27948.176888624585,61e3
2014.0,CH65,O,11,400418.1818181818,449977.2145746533,105e3
2014.0,CH65,S,138,127086.15942028986,31251.12267933626,115e3
2014.0,CH65,T,115,84264.97391304348,21491.02599718297,74e3
2014.0,CH66,D,184,227952.52173913043,78139.91567274557,19e4
2014.0,CH66,F,38,87073.55263157895,29644.887985271882,79150.0
2014.0,CH66,O,1,325e3,NA,325e3
2014.0,CH66,S,252,140549.69444444444,33467.72544747221,124996.5
2014.0,CH66,T,78,117832.98717948717,27732.586150307896,100150.0
2014.0,CH7,D,367,214737.95640326975,81610.28832028105,168e3
2014.0,CH7,F,37,107694.45945945945,36995.390437034024,98960.0
2014.0,CH7,O,5,193721.0,152772.14800152546,123000.00000000001
2014.0,CH7,S,250,134246.672,40398.98550532986,12e4
2014.0,CH7,T,128,122777.5390625,40393.566017238605,103100.0
2014.0,CH8,D,124,212956.06451612903,84909.56478673192,16e4
2014.0,CH8,F,2,149975.0,70746.03345771407,129965.0
2014.0,CH8,O,3,168333.33333333334,136503.96819628845,105000.00000000001
2014.0,CH8,S,101,107504.15841584158,36308.0827989396,9e4
2014.0,CH8,T,43,89155.81395348837,27743.7985548172,74170.0
2014.0,CM0,D,182,296404.24725274724,124119.50800041259,24e4
2014.0,CM0,F,23,98760.86956521739,26044.04903463701,85300.0
2014.0,CM0,O,4,263275.0,193168.06801332356,166249.99999999997
2014.0,CM0,S,90,198637.74444444446,42672.890376049254,175e3
2014.0,CM0,T,77,174486.94805194804,39342.91832682155,155e3
2014.0,CM1,D,205,437004.5024390244,176757.98867906613,330600.0
2014.0,CM1,F,322,158229.42857142858,44396.38318429676,135e3
2014.0,CM1,O,10,5454548.6,11187736.02769075,337499.99999999994
2014.0,CM1,S,286,283997.56293706293,79816.0368351151,24e4
2014.0,CM1,T,318,244688.14465408804,67755.45828887029,217649.99999999997
2014.0,CM11,D,125,559295.536,264649.9807846798,422740.0
2014.0,CM11,F,35,169634.0,63029.77974735435,130400.0
2014.0,CM11,O,1,4e4,NA,4e4
2014.0,CM11,S,129,294751.9612403101,57560.872241426296,25e4
2014.0,CM11,T,75,240138.52,69915.28812115264,216e3
2014.0,CM12,D,151,552508.5430463576,170532.3847021335,455e3
2014.0,CM12,F,97,179460.87628865978,57031.11442910967,142600.0
2014.0,CM12,O,4,328750.0,330841.7295324156,222999.99999999997
2014.0,CM12,S,154,314628.2207792208,79357.10029550233,277250.0
2014.0,CM12,T,66,262199.5303030303,139299.04613602624,22e4
2014.0,CM13,D,144,743464.6736111111,481618.9477283785,489500.0
2014.0,CM13,F,72,174968.38888888888,56246.61250258231,144750.0
2014.0,CM13,O,6,1414500.0,2268668.662453819,382500.0
2014.0,CM13,S,154,324751.55194805196,72214.3825473386,285e3
2014.0,CM13,T,78,253759.0128205128,48886.12523169192,233650.0
2014.0,CM14,D,74,578185.3243243244,214935.57903580085,459e3
2014.0,CM14,F,335,230232.4895522388,93146.21364439114,177200.0
2014.0,CM14,O,10,8440565.0,24436083.878219135,265499.99999999994
2014.0,CM14,S,92,373713.29347826086,97091.39907862485,328e3
2014.0,CM14,T,131,290884.9465648855,80555.90927646872,25e4
2014.0,CM15,D,156,556250.2884615385,209003.24809002556,415e3
2014.0,CM15,F,72,190713.375,70464.42146866553,159999.3
2014.0,CM15,O,3,4954414.666666667,3893703.289651811,4278e3
2014.0,CM15,S,127,375328.16535433073,117115.09019097708,299e3
2014.0,CM15,T,54,259369.35185185185,36635.08881003494,245e3
2014.0,CM16,D,96,643953.125,274811.4293007882,5e5
2014.0,CM16,F,121,297323.347107438,130493.65641732111,235e3
2014.0,CM16,O,4,599250.25,317136.59281175677,392e3
2014.0,CM16,S,131,452600.7251908397,125680.73936355583,385e3
2014.0,CM16,T,142,376760.6549295775,121239.4485893176,315e3
2014.0,CM17,D,139,413473.44604316546,179443.53632728086,318e3
2014.0,CM17,F,94,169100.6914893617,62500.17437653551,144750.0
2014.0,CM17,O,1,217e4,NA,217e4
2014.0,CM17,S,79,314561.253164557,154417.68730467642,25e4
2014.0,CM17,T,200,232258.82,57468.34020761944,209981.5
2014.0,CM18,D,28,381272.8214285714,203802.05678714492,276455.0
2014.0,CM18,F,81,115215.67901234567,24782.055702578014,108e3
2014.0,CM18,O,2,222e3,144249.7833620557,181200.0
2014.0,CM18,S,23,243413.04347826086,32369.89769337929,226e3
2014.0,CM18,T,228,186320.34649122806,30452.967239932783,172500.0
2014.0,CM19,D,38,471486.7105263158,246618.61672750823,353250.0
2014.0,CM19,F,67,119436.41791044777,30996.867312461447,105e3
2014.0,CM19,O,5,1643200.0,2340894.850265599,386200.0
2014.0,CM19,S,37,287937.2972972973,57154.02426526688,249999.0
2014.0,CM19,T,139,199563.41726618705,46329.67978910344,178780.0
2014.0,CM2,D,237,434368.23206751054,199312.92665019346,338700.0
2014.0,CM2,F,362,168443.9364640884,52444.90784138912,140307.0
2014.0,CM2,O,6,6667503.0,9083681.99094517,507e3
2014.0,CM2,S,303,303461.1089108911,85268.41887367547,25e4
2014.0,CM2,T,370,246359.18108108107,61823.35429547491,22e4
2014.0,CM20,D,26,480098.26923076925,232102.38427445036,334950.0
