outcde,prop_typ,year,N,avg_price,median,sd,q25,q20,q15,q10,q05,scottish
SN14,O,2016,14,935634.5714285715,485e3,1399578.6466371675,192750,143968.80000000002,77950.9,58826.59999999999,32534.999999999996,FALSE
SN14,S,2015,114,260616.84210526315,226250,104973.53783966995,193125,185e3,179950,163900,156325,FALSE
SN14,S,2016,101,270394.50495049503,233e3,128922.31899385178,199950,19e4,185e3,18e4,176500,FALSE
SN14,T,2015,140,228532.75,187750,124915.60532069199,161500,157800,154950,147900,136425,FALSE
SN14,T,2016,139,238032.1798561151,21e4,107852.12764587808,180100,175600,169665,163400,137850,FALSE
SN15,D,2015,206,389206.3495145631,35e4,171958.94726101423,27e4,26e4,245e3,224e3,2e5,FALSE
SN15,D,2016,198,402365.5909090909,365e3,153794.17851127754,308125,288500,272500,255e3,225e3,FALSE
SN15,F,2015,99,150877.77777777778,129950,74086.42575212833,104500,1e5,92850,87900,76300,FALSE
SN15,F,2016,233,194028.9484978541,166957,79419.09361325389,141750,132250,125e3,117600,9e4,FALSE
SN15,O,2015,10,300805.2,295e3,166878.07853160342,256212.5,214559.59999999995,134931.19999999995,67698.2,43849.1,FALSE
SN15,O,2016,18,554827.5555555555,251125,879042.3927858169,173750,155400,135050,105100,73740,FALSE
SN15,S,2015,141,228269.6879432624,225e3,66549.74001989947,18e4,17e4,165e3,159995,149950,FALSE
SN15,S,2016,137,267094.8905109489,246e3,84439.37789845228,208e3,2e5,193800,18e4,165700,FALSE
SN15,T,2015,191,188626.78010471203,163e3,72570.09044600169,147975,145e3,139950,131e3,123250,FALSE
SN15,T,2016,182,210063.6208791209,190550.5,70413.1046010017,165e3,159960,152150,147e3,140075,FALSE
SN16,D,2015,89,528770.8876404495,485e3,218937.6791204436,377500,366e3,341e3,297e3,256e3,FALSE
SN16,D,2016,87,470026.4367816092,44e4,156555.8810329176,364e3,340590,325e3,309e3,271750,FALSE
SN16,F,2015,18,175250,159e3,60375.84489726685,143500,135200,13e4,129700,128400,FALSE
SN16,F,2016,39,183840.89743589744,185e3,47324.91076355747,142500,139e3,134250,129999,114250,FALSE
SN16,O,2015,4,317625,137750,402795.51780856086,112875,105300,97725,90150,82575,FALSE
SN16,O,2016,12,448452.1666666667,141e3,589247.535982943,52213,52213,42688.45,27721.300000000003,22750,FALSE
SN16,S,2015,42,263841.6666666667,243500,103589.6971503009,211250,208400,203732.5,169550,119125.00000000001,FALSE
SN16,S,2016,60,288274.9166666667,277e3,86621.11490293135,234500,225e3,22e4,209335,202375,FALSE
SN16,T,2015,82,268377.23170731706,244250,124228.90073383988,196250,188400,178262.5,16e4,120200,FALSE
SN16,T,2016,70,258833.5,246500,69716.36345121796,21e4,2e5,191750,175e3,158625,FALSE
SN2,D,2015,69,252034.4927536232,25e4,51652.85041494726,23e4,223e3,211e3,190600,156e3,FALSE
SN2,D,2016,63,283974.5238095238,285e3,53382.264805245264,253750,242e3,235e3,216e3,183300,FALSE
SN2,F,2015,161,116582.54658385093,114e3,23024.08260331731,1e5,98e3,96500,86250,82250,FALSE
SN2,F,2016,172,137148.08139534883,142250,27445.07737333644,12e4,116100,109296.75,92e3,86097.25,FALSE
SN2,O,2015,8,1472539.25,522500,2252533.3300249013,183750,161000.00000000003,138250,121500.00000000001,105750,FALSE
SN2,O,2016,14,1651301.4285714286,32e4,3341426.9633976556,208250,195e3,179100,167400,128085,FALSE
SN2,S,2015,191,177756.13612565445,179995,40550.3583988614,150250,147500,134997.5,127500,11e4,FALSE
SN2,S,2016,215,202641,204995,44430.88291217203,171500,167800,159549.5,148100,134998.5,FALSE
SN2,T,2015,428,145707.9906542056,141250,28180.327608155247,129e3,125e3,122e3,116850,11e4,FALSE
SN2,T,2016,390,165572.11538461538,168e3,30149.53519445474,148e3,142800,136350,129999.5,12e4,FALSE
SN25,D,2015,305,298449.6918032787,283e3,74940.15172093884,249995,240800,233200,22e4,21e4,FALSE
SN25,D,2016,284,326956.7957746479,309997.5,92099.96361850847,270750,256395,245e3,235e3,223e3,FALSE
SN25,F,2015,269,126559.37918215613,120500,34673.65262344316,11e4,108300,103001.6,98900,82500,FALSE
SN25,F,2016,277,137693.1046931408,132e3,32756.522673275267,12e4,117500,115e3,105900,99e3,FALSE
SN25,O,2015,3,3055917.6666666665,675e3,4320191.110510776,562500,54e4,517500,495e3,472500,FALSE
SN25,O,2016,14,1184467.857142857,213466,2461056.516732877,152750,96800.00000000001,19187.500000000004,8624.999999999996,3750,FALSE
SN25,S,2015,208,220170.55288461538,219950,44649.39472794753,19e4,185600,18e4,168550,157050,FALSE
SN25,S,2016,307,243200.74918566775,239995,43516.09948030005,215e3,210200,199950,189980,18e4,FALSE
SN25,T,2015,401,190220.09975062343,19e4,35658.31854020917,164995,159950,152500,145e3,133e3,FALSE
SN25,T,2016,354,208064.0451977401,211500,36278.52649665487,179950,175e3,169950,165e3,152275,FALSE
SN26,D,2015,9,351166.6666666667,363e3,97519.22887307918,25e4,245600,241200,238200,236600,FALSE
SN26,D,2016,20,430763.6,37e4,222814.73884146326,320250,294799,248495.75,24e4,239600,FALSE
SN26,F,2015,1,127500,127500,NA,127500,127500,127500,127500,127500,FALSE
SN26,F,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN26,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN26,O,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN26,S,2015,4,248625,255e3,33678.31894062806,241750,233800,225850,217900,209950,FALSE
SN26,S,2016,5,222900,21e4,70850.54692802308,18e4,171800,163600,155400,147200,FALSE
SN26,T,2015,7,342920.71428571426,259950,162670.4431877677,226500,224400,219699.5,209798,199896.5,FALSE
SN26,T,2016,2,231e3,231e3,45254.83399593904,215e3,211800,208600,205400,202200,FALSE
SN3,D,2015,217,335736.55760368664,318995,102948.39111597711,265e3,255e3,245800,230100,200600,FALSE
SN3,D,2016,235,352929.9489361702,335995,100100.10286062039,275e3,263996,245150,236200,225e3,FALSE
SN3,F,2015,117,127610.80341880342,115e3,58696.515751647785,93500,84400.00000000001,8e4,78e3,69696,FALSE
SN3,F,2016,109,124134.93577981651,122e3,32166.65285931633,1e5,99998,95200,89999,82e3,FALSE
SN3,O,2015,19,3441971.4736842103,35e4,6022893.518771507,258e3,226e3,185499.99999999997,139e3,132e3,FALSE
SN3,O,2016,19,2329169.5263157897,1219183,3982318.149883242,154945.5,128799.99999999997,93400,85e3,76869.99999999999,FALSE
SN3,S,2015,328,214357.28048780488,21e4,45692.71212602497,183750,18e4,173525,165e3,15e4,FALSE
SN3,S,2016,327,232477.25688073394,228e3,50169.690503368154,203e3,191200,185e3,175e3,159996.5,FALSE
SN3,T,2015,290,162121.34137931035,154e3,44661.497272638786,137e3,132400,128350,122900,108900,FALSE
SN3,T,2016,301,179648.4784053156,17e4,43677.008621512745,154995,15e4,146500,14e4,128e3,FALSE
SN38,D,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN38,D,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN38,F,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN38,F,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN38,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN38,O,2016,1,47e5,47e5,NA,47e5,47e5,47e5,47e5,47e5,FALSE
SN38,S,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN38,S,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN38,T,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN38,T,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN4,D,2015,199,416810.19095477386,382e3,162326.7523317069,308725,281410,265e3,236596,227950,FALSE
SN4,D,2016,177,391115.39548022597,365e3,150045.15001878896,279995,272600,265e3,255e3,244760,FALSE
SN4,F,2015,43,114184.6511627907,120500,29470.97501488195,88750,76750,73e3,72500,67950,FALSE
SN4,F,2016,56,138304.01785714287,135e3,29953.87111755254,12e4,118e3,116e3,104500,82e3,FALSE
SN4,O,2015,11,777416.7272727273,425e3,646862.0236991952,365700,356400,351945,347490,293745,FALSE
SN4,O,2016,10,387115.9,452129.5,191769.00420178554,210475,169e3,166750,155499.99999999997,112749.99999999999,FALSE
SN4,S,2015,169,224121.71597633135,22e4,56495.97417454411,19e4,185e3,18e4,17e4,161200,FALSE
SN4,S,2016,193,240281.25388601035,235e3,48860.02858989133,209995,2e5,19e4,185e3,175e3,FALSE
SN4,T,2015,163,199908.76687116563,197e3,57002.29660432584,16e4,155600,153e3,139200,124250,FALSE
SN4,T,2016,140,224639,219997.5,67175.49457960387,19e4,175820,169992.5,161800,146750,FALSE
SN5,D,2015,265,294534.6943396226,287e3,77451.02235949643,24e4,233484.80000000002,228400,218400,205e3,FALSE
SN5,D,2016,242,319416.2190082645,299972.5,101720.45788199943,25e4,242200,232575,225e3,214050,FALSE
SN5,F,2015,48,96311.10416666667,89750,24769.791153690196,79769,78200,74977.5,72500,72e3,FALSE
SN5,F,2016,90,115962.16666666667,116e3,25988.231174488417,100371.25,95e3,89250,77e3,71675,FALSE
SN5,O,2015,22,2095795.4545454546,278750,5801984.45646479,126875,114e3,99750.00000000001,97500,78975,FALSE
SN5,O,2016,25,1226338.64,36e4,1850474.0571720598,137500,112e3,107998,104995,36971.000000000015,FALSE
SN5,S,2015,157,200673.88535031848,192500,55491.09860645105,163e3,157600,152400,143400,134800,FALSE
SN5,S,2016,158,226121.29746835443,222e3,54005.60899207801,182375,178e3,169547.25,165e3,157700,FALSE
SN5,T,2015,254,158786.57480314962,145878,45827.38621868669,13e4,127770,122975,112948.5,1e5,FALSE
SN5,T,2016,255,169863.0588235294,165e3,33104.66558241146,15e4,145e3,140550,135800,122100,FALSE
SN6,D,2015,147,407699.89795918367,37e4,172139.03320702258,297e3,286e3,267695.5,25e4,245e3,FALSE
SN6,D,2016,154,404380.24025974027,389e3,156907.75752639354,296250,279e3,255e3,246950,233250,FALSE
SN6,F,2015,25,137514,12e4,110798.44893055437,1e5,94999,86996.99999999999,75e3,65400,FALSE
SN6,F,2016,24,144193.75,119e3,119759.39947906784,108500,107e3,105900,97300,82100,FALSE
SN6,O,2015,9,610200.7777777778,155e3,996264.2608416928,112500,112500,112500,99e3,72e3,FALSE
SN6,O,2016,15,426682.3333333333,235235,447260.9737968054,129500,122800,118600,104800,82200,FALSE
SN6,S,2015,63,270642.25396825396,235e3,170738.53976201007,189995,185400,182150,170500,150300,FALSE
SN6,S,2016,95,256310.2,24e4,84450.81117149441,21e4,197800,190200,180400,149400,FALSE
SN6,T,2015,115,215261.53043478262,211e3,75313.58161576913,158e3,150800,144550,14e4,137550,FALSE
SN6,T,2016,94,232183.56382978722,217500,83573.96541362775,176212.5,172300,161825,156800,15e4,FALSE
SN7,D,2015,88,445896.0227272727,424e3,138308.64207454727,33e4,322e3,315010,297e3,266750,FALSE
SN7,D,2016,87,519320.6781609195,465e3,237146.86234191703,375e3,36e4,329e3,303400,291500,FALSE
SN7,F,2015,30,145228.33333333334,136250,45359.61990378769,118875,106900,100875,93550,77475,FALSE
SN7,F,2016,35,173721.42857142858,159e3,70458.36827278833,128500,121040,116400,113600,99750,FALSE
SN7,O,2015,6,608168.3333333334,34e4,596104.5797648821,326250,325e3,271250,217500,163750,FALSE
SN7,O,2016,12,1720118.3333333333,1119e3,2354173.043465324,290250,242400.00000000003,181249.99999999997,112500,72820,FALSE
SN7,S,2015,84,265134.5238095238,25e4,65356.23142836113,227250,22e4,217800,207900,205e3,FALSE
SN7,S,2016,62,289148.9032258064,27e4,67801.22216479332,245e3,240800,235e3,220200,218100,FALSE
SN7,T,2015,85,248372.55294117646,239e3,77708.59173364507,205e3,194e3,187200,170400,160600,FALSE
SN7,T,2016,79,243979.8734177215,23e4,115838.5893531042,201750,195600,191400,182e3,157e3,FALSE
SN8,D,2015,162,548569.6358024691,475e3,267617.1357119027,355e3,341e3,325e3,299955,275250,FALSE
SN8,D,2016,171,584907.0116959064,51e4,347950.31898462994,380500,365e3,346249.5,309e3,278250,FALSE
SN8,F,2015,42,259464.2857142857,205e3,131053.02375314813,16e4,154e3,146050,135500,125250,FALSE
SN8,F,2016,44,263795.45454545453,212500,123515.94935999242,166500,141800,133625,13e4,125e3,FALSE
SN8,O,2015,7,1052571.4285714286,45e4,1275513.8320356568,247500,234000.00000000003,209749.99999999997,164000.00000000003,118250.00000000001,FALSE
SN8,O,2016,16,692827.1875,642500,395571.97907152434,46e4,4e5,355e3,247500,127350,FALSE
SN8,S,2015,56,354806.5714285714,325e3,146322.0538122991,274250,25e4,236237.5,216750,193e3,FALSE
SN8,S,2016,86,372092.81395348837,338250,167546.48894072647,27e4,25e4,243750,227500,199379.5,FALSE
SN8,T,2015,97,312186.3402061856,247e3,223564.84209298235,208e3,199160,191e3,177200,164400,FALSE
SN8,T,2016,106,312108.4811320755,276750,146167.7479433252,225750,217500,205e3,185e3,141250,FALSE
SN9,D,2015,69,458321.0144927536,388e3,162175.75374687623,335e3,319e3,295800,288400,27e4,FALSE
SN9,D,2016,51,422750.137254902,375e3,196230.24248306066,3e5,295e3,292500,28e4,265e3,FALSE
SN9,F,2015,15,152964.13333333333,159950,39734.15007246225,122500,119e3,115500,103e3,93500,FALSE
SN9,F,2016,11,170577.27272727274,159950,46863.19645327431,134e3,133e3,129e3,125e3,122475,FALSE
SN9,O,2015,1,225e3,225e3,NA,225e3,225e3,225e3,225e3,225e3,FALSE
SN9,O,2016,8,2996320.25,1081250,4642272.167510886,646250,613e3,579750,539600,498300,FALSE
SN9,S,2015,29,308981.0344827586,292500,122492.14873804383,233e3,222200,215600,190200,173800,FALSE
SN9,S,2016,27,288881.48148148146,295e3,89307.12904197961,232500,226800,222000.00000000003,177e3,143e3,FALSE
SN9,T,2015,49,242557.55102040817,235e3,83820.27286304838,197500,19e4,172400,154e3,142e3,FALSE
SN9,T,2016,25,264136,248e3,112669.33415234748,209950,197e3,184200,166200,162600,FALSE
SN99,D,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN99,D,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN99,F,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN99,F,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN99,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN99,O,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN99,S,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN99,S,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN99,T,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SN99,T,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO14,D,2015,4,200575,201150,14235.723842971012,190475,189380,188285,187190,186095,FALSE
SO14,D,2016,1,385e3,385e3,NA,385e3,385e3,385e3,385e3,385e3,FALSE
SO14,F,2015,459,200762.96949891068,177e3,103587.73885364665,13e4,125e3,12e4,109900,95e3,FALSE
SO14,F,2016,399,215270.0551378446,176e3,262635.55883925164,135e3,125600.00000000001,12e4,11e4,90862.70000000001,FALSE
SO14,O,2015,44,1947470.1590909092,402066.5,4230032.319344364,123750,96e3,9e4,82500,71500,FALSE
SO14,O,2016,74,2400571.8243243243,26e4,4630203.423211154,125606.25,120844.20000000001,108422.5,72733.20000000001,28250,FALSE
SO14,S,2015,14,262321.4285714286,241500,64734.548837439295,224750,213500,199450,192300,187600,FALSE
SO14,S,2016,13,236653.84615384616,24e4,38855.82035732904,211e3,198400,188e3,182e3,178800,FALSE
SO14,T,2015,130,214543.43846153846,2e5,77073.97039842182,165375,161600,156e3,149650,129500,FALSE
SO14,T,2016,123,231125.29268292684,21e4,99479.61353617674,18e4,17e4,165e3,157680,155e3,FALSE
SO15,D,2015,71,362611.9718309859,355e3,113806.8139011986,271500,255e3,233750,21e4,195750,FALSE
SO15,D,2016,57,350595.29824561405,33e4,129854.58684661813,26e4,243214.2,229e3,209e3,183600,FALSE
SO15,F,2015,435,160363.0275862069,139e3,130489.38743720336,114e3,106900.00000000001,1e5,95e3,85850,FALSE
SO15,F,2016,463,147116.91576673868,135500,45008.32805673397,12e4,111900,105e3,99e3,86415,FALSE
SO15,O,2015,16,863230,43e4,1131920.0511225753,243750,225e3,131250,85e3,58750,FALSE
SO15,O,2016,28,1697418.0714285714,407500,2937318.044700792,203750,179e3,156e3,102840.00000000003,18525.000000000004,FALSE
SO15,S,2015,226,246598.09292035399,23e4,103970.62818745278,19e4,183e3,175750,166250,151625,FALSE
SO15,S,2016,211,281047.03317535546,272e3,73292.67948921242,23e4,215e3,202475,185e3,173250,FALSE
SO15,T,2015,189,214972.96296296295,2e5,65450.61325927037,175e3,170840,165e3,159900,148200,FALSE
SO15,T,2016,162,227020.52469135803,216190,59757.397664679695,186050,182200,174575,166100,156100,FALSE
SO16,D,2015,186,404844.623655914,36e4,231107.34906711767,286125,275e3,259987.5,238750,225e3,FALSE
SO16,D,2016,164,413545.85975609755,375e3,180063.5028404605,298362.5,277600,263625,25e4,240292.5,FALSE
SO16,F,2015,291,147036.13402061857,138500,67162.53223429977,11e4,105e3,99975,92500,76500,FALSE
SO16,F,2016,227,161043.6167400881,14e4,95896.78123575896,12e4,115e3,11e4,100600,87600,FALSE
SO16,O,2015,17,2553520.6470588236,29e4,6890865.231632989,148250,141650,120500,102500,77e3,FALSE
SO16,O,2016,16,2416241.375,401e3,4079490.162304286,165e3,12e4,78750,45e3,23250,FALSE
SO16,S,2015,216,210954.375,199975,56784.34245748108,17e4,165e3,161312.5,155e3,143500,FALSE
SO16,S,2016,217,236712.92165898616,215e3,108492.97221376249,184e3,18e4,177500,169150,158160,FALSE
SO16,T,2015,356,191695.2191011236,177750,49535.112347804425,16e4,155e3,152e3,148475,142e3,FALSE
SO16,T,2016,285,228775.849122807,187e3,611990.6500892105,17e4,165e3,162180,157200,145600,FALSE
SO17,D,2015,22,448857.54545454547,364e3,226622.04734645266,297750,281800,254200,224800,220100,FALSE
SO17,D,2016,27,469888.18518518517,449e3,212852.81315031485,26e4,245200,239250,229500,221500,FALSE
SO17,F,2015,116,140442.62931034484,135500,43623.19444107691,11e4,106e3,95e3,85e3,77375,FALSE
SO17,F,2016,155,160327.9870967742,16e4,54509.401769415635,126107,123700,100899.99999999999,94700,81875,FALSE
SO17,O,2015,5,400744,535e3,220681.8245347813,348720,285976,223232.00000000003,160487.99999999997,97743.99999999999,FALSE
SO17,O,2016,26,6642701.346153846,1049e4,4516031.878125654,1262500,123e4,662e3,322500,242500,FALSE
SO17,S,2015,80,250012.0125,240250,79282.47112897212,195937.5,184e3,175e3,172450,164900,FALSE
SO17,S,2016,59,267904.4406779661,246e3,82047.54378119184,209625,204e3,2e5,194e3,178800,FALSE
SO17,T,2015,59,211327.77966101695,195e3,84302.64017117093,165500,161600,152100,138e3,114e3,FALSE
SO17,T,2016,58,231918.12068965516,215e3,74285.22020789907,185500,180400,178200,172910,165e3,FALSE
SO18,D,2015,200,268748.975,252500,79714.7898774147,216312.5,205e3,192425,185e3,171900,FALSE
SO18,D,2016,158,290182.86708860757,267500,85878.76413490654,23e4,223480.00000000003,217750,207900.00000000003,19e4,FALSE
SO18,F,2015,193,126103.34196891192,124995,36867.32698201912,1e5,89950,85900,8e4,74400,FALSE
SO18,F,2016,209,129173.08612440192,126e3,34953.15781888351,104e3,95e3,88400,8e4,76700,FALSE
SO18,O,2015,6,1394166.6666666667,54e4,2395759.2881311486,219500,166e3,143250,120500,97750,FALSE
SO18,O,2016,22,2561415.772727273,312500,4086282.427409236,180750,175200,170750,120500,40975.999999999985,FALSE
SO18,S,2015,146,211567.67123287672,209475,44130.130437949956,184612.5,18e4,170750,165750,156237.5,FALSE
SO18,S,2016,143,235507.2867132867,23e4,46289.45686633833,21e4,205e3,195e3,185990,166400,FALSE
SO18,T,2015,107,177411.21495327103,177500,32834.37015696057,160875,152800,15e4,143770,130300,FALSE
SO18,T,2016,133,205925.18796992482,2e5,39298.33716509736,18e4,178180,169200,163e3,151500,FALSE
SO19,D,2015,185,247347.69189189188,24e4,61790.608901697975,209e3,197450,192800,185e3,17e4,FALSE
SO19,D,2016,188,282978.17553191487,265625,87439.2409088296,235e3,225e3,22e4,21e4,191750,FALSE
SO19,F,2015,267,133433.89513108614,124e3,55085.09739208717,97500,9e4,85360,80800,74e3,FALSE
SO19,F,2016,274,147378.15328467154,137750,55911.894877931714,107250,103e3,92900,81050,74999,FALSE
SO19,O,2015,11,1077636.3636363635,245e3,1556508.0965242214,23e4,23e4,212500,195e3,177500,FALSE
SO19,O,2016,23,2287694.434782609,737200,3477599.999072778,245e3,104000.00000000003,69500,61e3,7125.0000000000055,FALSE
SO19,S,2015,305,200803.99672131147,194e3,46212.119077662035,171e3,165800,16e4,154400,15e4,FALSE
SO19,S,2016,298,222548.41275167785,217500,42939.32377024465,192875,189970,183550,175e3,163825,FALSE
SO19,T,2015,242,170100.87603305784,168e3,29983.478873852502,155e3,15e4,145300,140100,132e3,FALSE
SO19,T,2016,262,231098.67557251907,185e3,638423.7650692891,167e3,165e3,16e4,15e4,14e4,FALSE
SO20,D,2015,51,698016.3333333334,645e3,287076.5301895414,495e3,48e4,46e4,4e5,305500,FALSE
SO20,D,2016,57,688849.1228070175,665e3,253895.30148300374,516e3,493200,477845.6,406e3,368400,FALSE
SO20,F,2015,4,297250,313750,79881.68334063406,254750,242600,230450,218300,206150,FALSE
SO20,F,2016,6,248750,225e3,120600.0621890387,165e3,15e4,139375,128750,118125,FALSE
SO20,O,2015,3,85e4,9e5,377491.7217635375,675e3,63e4,585e3,54e4,495e3,FALSE
SO20,O,2016,4,1232687.5,670375,1357835.6456600334,492437.5,461950,431462.5,400975,370487.5,FALSE
SO20,S,2015,22,327815.9090909091,319500,94192.37076875685,276250,251000.00000000003,227150,212300,211e3,FALSE
SO20,S,2016,20,357897.5,347500,116092.0896654666,273712.5,266e3,249250,244e3,231050,FALSE
SO20,T,2015,18,331252.5,27e4,175857.02998416906,241250,230600,222750,215498.5,201245.75,FALSE
SO20,T,2016,25,348740,347e3,109792.23940394573,266e3,264e3,246e3,222e3,188e3,FALSE
SO21,D,2015,168,650356.2678571428,531250,352919.0999249686,405e3,398500,385e3,362625,321750,FALSE
SO21,D,2016,127,668166.3700787402,552e3,338433.712328159,445e3,425e3,399700,386e3,343e3,FALSE
SO21,F,2015,23,216195.65217391305,192e3,117796.98822458327,162500,159e3,153850,130500,109250,FALSE
SO21,F,2016,23,208086.95652173914,205e3,68427.07667388975,163500,160200,158300,140400,99100,FALSE
SO21,O,2015,4,632375,522250,319198.3121822545,467125,450700,434275,417850,401425,FALSE
SO21,O,2016,14,595464.2857142857,203750,837932.4248567862,14500,6e3,6e3,6e3,6e3,FALSE
SO21,S,2015,85,410126.5411764706,365e3,166156.14956695982,307500,285e3,273e3,249997,238400,FALSE
SO21,S,2016,57,415267.5438596491,367500,167401.40928192312,31e4,298400,287e3,275500,246600,FALSE
SO21,T,2015,60,341233.15,297750,132754.58213009615,249987.5,249560,242117.5,23e4,227200,FALSE
SO21,T,2016,59,336888.9830508475,304e3,120335.39518126303,259500,25e4,244100,235e3,216900.00000000003,FALSE
SO22,D,2015,152,712590.2631578947,622500,377838.99483748083,46e4,435e3,42e4,385e3,355275,FALSE
SO22,D,2016,130,770254.2615384615,697500,358143.7869593363,553e3,508e3,47e4,436800,416350,FALSE
SO22,F,2015,90,333477.23333333334,284975,171302.45588642397,229625,218900,210525,185e3,159875,FALSE
SO22,F,2016,57,281515.63157894736,285e3,82178.20608649221,23e4,200400.00000000003,183200,162e3,147e3,FALSE
SO22,O,2015,3,471666.6666666667,47e4,52519.837521962436,445e3,44e4,435e3,43e4,425e3,FALSE
SO22,O,2016,7,790102.1428571428,37e4,889485.7033275706,74750,52400.000000000015,37500,37500,37500,FALSE
SO22,S,2015,99,425048.69696969696,345e3,307482.16318128427,295750,285e3,270700,258950,249750,FALSE
SO22,S,2016,94,488823.05319148937,365e3,367553.75504190644,332e3,323e3,315e3,305e3,273900,FALSE
SO22,T,2015,162,432104.3086419753,370250,205880.30589657096,280250,275e3,260150,248380,24e4,FALSE
SO22,T,2016,109,489539.77981651376,435e3,250229.25489791532,32e4,296200,28e4,25e4,232e3,FALSE
SO23,D,2015,58,680674.6896551724,588737.5,366350.9608265941,435362.5,421400,370500,35e4,325625,FALSE
SO23,D,2016,63,652292.3650793651,565e3,295074.738327171,467850,434400,406800,371990,289400,FALSE
SO23,F,2015,167,272703.9101796407,24e4,128550.19440069214,199950,183800,164750,146800,97200,FALSE
SO23,F,2016,153,293817.17647058825,265e3,133920.83580525423,215e3,195e3,181964.59999999998,15e4,119840.00000000001,FALSE
SO23,O,2015,29,1049510.7241379311,68e4,1237920.8004040744,31e4,300600,26e4,212000.00000000003,38400.000000000015,FALSE
SO23,O,2016,30,1272768.1333333333,54e4,3069275.315883525,139750,89462.60000000003,56559.55,34500,19275.000000000004,FALSE
SO23,S,2015,56,515211.60714285716,395e3,287660.14717356244,33e4,325e3,311950,284e3,267250,FALSE
SO23,S,2016,60,516069.1666666667,368e3,290588.7932929097,323750,302900,3e5,295250,259900,FALSE
SO23,T,2015,137,496913.3503649635,422795,267486.5740701542,333e3,310335,289970,270300,238400,FALSE
SO23,T,2016,133,496627.8872180451,465e3,205202.05907129886,335e3,322e3,296600,280500,25e4,FALSE
SO24,D,2015,76,689901.25,57e4,459636.064205965,437500,425e3,376250,367500,35e4,FALSE
SO24,D,2016,83,663111.7951807228,55e4,353850.6178769117,424975,416600,405750,38e4,331050,FALSE
SO24,F,2015,10,162850,158250,40307.87764196969,143375,14e4,14e4,134400,109200,FALSE
SO24,F,2016,14,242714.2857142857,208500,78061.54235988676,188250,184800,178750,162500,155e3,FALSE
SO24,O,2015,3,5719666.666666667,525e3,9306558.458062429,347500,311999.99999999994,276500,240999.99999999997,205500,FALSE
SO24,O,2016,7,715e3,4e5,637501.6339848341,257500,202000.00000000003,157499.99999999997,135e3,112500,FALSE
SO24,S,2015,38,366972.36842105264,367500,109689.44780198249,302250,278300,269550,234250.00000000003,188925,FALSE
SO24,S,2016,44,487579.54545454547,382500,312342.57324331196,346875,335e3,317825,296650,285750,FALSE
SO24,T,2015,63,370476.1904761905,32e4,207426.48189588782,275e3,267e3,248600,238200,228200,FALSE
SO24,T,2016,40,434437.5,348500,275853.8536212469,296875,286200,273500,248500,189500,FALSE
SO25,D,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO25,D,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO25,F,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO25,F,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO25,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO25,O,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO25,S,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO25,S,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO25,T,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO25,T,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO30,D,2015,210,374355.52857142856,366500,102974.3181621907,29e4,285e3,275525,265900,249972.5,FALSE
SO30,D,2016,210,394221.20952380955,38e4,100407.54212027758,318e3,31e4,294350,285e3,270900,FALSE
