outcde,prop_typ,year,N,avg_price,median,sd,q25,q20,q15,q10,q05,scottish
SO30,F,2015,146,145729.17123287672,153224,30357.025090574793,122e3,122e3,119e3,107e3,94250,FALSE
SO30,F,2016,97,164855.72164948453,172e3,37612.99364768063,138e3,135040,132700,122600,109800,FALSE
SO30,O,2015,8,393188.625,278750,427984.6750069905,75e3,68e3,60999.99999999999,44250.00000000001,25875.000000000004,FALSE
SO30,O,2016,15,3583170.6,68e4,5672903.733759154,392e3,27e4,217500,208800,181600,FALSE
SO30,S,2015,140,254134.36428571428,247e3,43045.39539863253,228e3,224e3,215850,21e4,199950,FALSE
SO30,S,2016,130,268397.06923076924,265e3,37530.65406890921,240750,234999,23e4,224850,218327.5,FALSE
SO30,T,2015,188,220134.37765957447,214e3,48593.45797368785,189712.5,185e3,181e3,175700,154996.75,FALSE
SO30,T,2016,155,234630.29032258064,224e3,41708.130402068426,21e4,206500,202100,190800,167665,FALSE
SO31,D,2015,401,425966.4588528678,382e3,183749.51178821927,324500,31e4,298e3,285e3,272500,FALSE
SO31,D,2016,356,502152.9353932584,42e4,336609.77049555327,345e3,335e3,325e3,306250,279987.5,FALSE
SO31,F,2015,189,173041.90476190476,165e3,84676.64923622014,129e3,123600,113800,95800,8e4,FALSE
SO31,F,2016,224,185016.13839285713,191250,64879.97536654681,149987.5,134570,12e4,1e5,82725,FALSE
SO31,O,2015,15,911474,605e3,815299.8044962181,38e4,329580.00000000006,223110,194160,174500,FALSE
SO31,O,2016,19,1146811.1578947369,405e3,2350970.62008811,271e3,211799.99999999997,136049.99999999997,9e4,49500,FALSE
SO31,S,2015,202,269351.1089108911,256250,80042.73986044074,223875,214960,208292.5,2e5,190100,FALSE
SO31,S,2016,206,296101.5533980582,278e3,87700.61945085102,24e4,233e3,225e3,22e4,205e3,FALSE
SO31,T,2015,185,232373.1891891892,217e3,82700.98073811177,19e4,184990,179977,172400,151e3,FALSE
SO31,T,2016,226,264139.33628318587,241500,88787.94777837417,21e4,205e3,198837.5,19e4,174250,FALSE
SO32,D,2015,166,549582.3855421686,495e3,222910.01968392273,401250,382e3,350750,333750,291e3,FALSE
SO32,D,2016,173,533920.3468208093,485e3,181328.50982718205,41e4,395700,378200,365600,32e4,FALSE
SO32,F,2015,48,144489.58333333334,114250,113355.4703362032,101e3,96200,85250,81400,78e3,FALSE
SO32,F,2016,75,262182.92,274e3,117785.19119678749,162250,137600,120200,111970,76800,FALSE
SO32,O,2015,4,653274.5,732500,506429.5516005492,342750,281400.00000000006,220049.99999999997,158700.00000000003,97349.99999999996,FALSE
SO32,O,2016,19,914500.8421052631,5e5,1094706.2680238965,200354,118e3,94e3,73e3,41009.99999999999,FALSE
SO32,S,2015,83,340518.734939759,31e4,168585.8070651469,261250,252800,245e3,217300,190300,FALSE
SO32,S,2016,87,379587.4367816092,335e3,171302.08713499963,297500,283e3,277450,268e3,251e3,FALSE
SO32,T,2015,62,263391.93548387097,225e3,128533.33661903437,194237.5,191300,185e3,175100,162575,FALSE
SO32,T,2016,77,299822.1038961039,265e3,107570.05496928189,235e3,223e3,216e3,21e4,196600,FALSE
SO40,D,2015,234,347237.26495726494,325e3,116351.00965272482,275025,265e3,255e3,246050,222550,FALSE
SO40,D,2016,236,371500.4661016949,34e4,126072.81242420105,3e5,292500,285e3,272500,249712.5,FALSE
SO40,F,2015,83,141416.8674698795,14e4,42863.65172087039,116250,114400,108e3,96800,85250,FALSE
SO40,F,2016,82,157107.25609756098,155500,35592.18802268619,135e3,130100,120707.5,112150,101200,FALSE
SO40,O,2015,8,5481492,555e3,8968012.389308888,356e3,283200.00000000006,210399.99999999994,146000.00000000003,83000.00000000001,FALSE
SO40,O,2016,22,3993188.9545454546,896735.5,4662662.439675554,461250,362e3,278800.00000000006,206800,90749.99999999997,FALSE
SO40,S,2015,159,246386.63522012578,242500,49053.129490537714,215e3,211200,201400,192800,174950,FALSE
SO40,S,2016,161,260611.96894409938,255e3,53080.38257532419,225e3,22e4,216e3,208e3,191e3,FALSE
SO40,T,2015,222,206854.48648648648,2e5,40048.1833866118,182e3,178e3,172650,165e3,155e3,FALSE
SO40,T,2016,207,222368.11111111112,215e3,56815.138370597306,199950,192100,185400,169200,164300,FALSE
SO41,D,2015,333,539009.7987987988,445e3,288610.725510876,34e4,325e3,317e3,300500,28e4,FALSE
SO41,D,2016,329,590937.5106382979,53e4,304418.3801509466,4e5,38e4,355500,336600,31e4,FALSE
SO41,F,2015,157,264534.3885350319,212e3,154048.30709497863,169e3,159e3,134100,122970,83600,FALSE
SO41,F,2016,173,235760.98265895955,21e4,128350.04469072133,147500,125e3,110800,101203,80800,FALSE
SO41,O,2015,14,1075485.7142857143,56e4,1432894.878777356,225e3,188400,154200,130799.99999999999,100050,FALSE
SO41,O,2016,24,2265977.8333333335,677500,3811549.1308000106,83250,70980.00000000001,58827.5,45249.3,14499.85000000001,FALSE
SO41,S,2015,119,358207.13445378153,325e3,156177.42441905043,264500,258e3,249985,245e3,230850,FALSE
SO41,S,2016,121,357210.3305785124,32e4,133146.90037657582,27e4,265e3,25e4,242e3,225e3,FALSE
SO41,T,2015,119,333730.46218487393,298e3,137035.68592812985,23e4,225e3,218500,196800,185125,FALSE
SO41,T,2016,118,438462.27118644066,306e3,946024.8914848112,245375,238500,225e3,211400,199250,FALSE
SO42,D,2015,44,738522.7272727273,682500,337056.8055523181,535e3,512500,479500,440200,435e3,FALSE
SO42,D,2016,47,889470.2127659575,85e4,347320.73631737096,643500,614e3,54e4,498e3,447750,FALSE
SO42,F,2015,8,183181.25,123500,118104.85032225754,104712.5,97380,90047.5,84050,78275,FALSE
SO42,F,2016,13,265226.92307692306,269950,85210.68647619024,24e4,231e3,203500,139000.00000000003,111700,FALSE
SO42,O,2015,2,2125e3,2125e3,388908.7296526011,1987500,196e4,1932500,1905e3,1877500,FALSE
SO42,O,2016,3,319166.6666666667,2e5,385327.24187803455,103750,84499.99999999999,65250.00000000001,45999.99999999999,26750.00000000002,FALSE
SO42,S,2015,12,456662.5,453750,64852.865377925074,415e3,415e3,408e3,397e3,380375,FALSE
SO42,S,2016,13,515584.6153846154,535e3,146862.86600177872,395e3,371e3,354e3,351e3,332800,FALSE
SO42,T,2015,9,330888.8888888889,345e3,56741.61709989513,297500,278700,259900,249900,248700,FALSE
SO42,T,2016,4,389625,381250,28645.46211880688,376250,374e3,371750,369500,367250,FALSE
SO43,D,2015,40,578574.975,53e4,281370.74876447517,35e4,35e4,338125,314750,309250,FALSE
SO43,D,2016,30,641463.3333333334,62e4,258079.52962061018,482487.5,445e3,417850,324e3,306750,FALSE
SO43,F,2015,28,192339.2857142857,185e3,101536.53361588703,112e3,95200,86200,85e3,81100,FALSE
SO43,F,2016,30,217566.7,244750,128493.04711288924,98e3,91500,90525,84900,79600,FALSE
SO43,O,2015,7,1075e3,123e4,264811.2535373072,965e3,806000.0000000001,697500,69e4,682500,FALSE
SO43,O,2016,5,1753351,782e3,2604657.42966364,575e3,465600,356200.00000000006,246799.99999999994,137399.99999999997,FALSE
SO43,S,2015,13,409615.3846153846,31e4,218330.6126274014,268e3,260200,255e3,255e3,249800,FALSE
SO43,S,2016,15,381415.93333333335,377500,112196.64468911376,309369.5,304800,300600,282e3,262500,FALSE
SO43,T,2015,5,336600,317e3,111610.03539108837,25e4,244e3,238e3,232e3,226e3,FALSE
SO43,T,2016,4,347500,335e3,51071.844820148544,326250,321e3,315750,310500,305250,FALSE
SO45,D,2015,241,330527.1576763485,305e3,120583.33899351532,26e4,25e4,245e3,235e3,217500,FALSE
SO45,D,2016,225,342601.5733333333,322e3,95059.99316312981,277500,27e4,264170,251200,235572.8,FALSE
SO45,F,2015,85,158138.68235294116,145500,61192.001768479626,117750,112e3,104200,94355.2,9e4,FALSE
SO45,F,2016,128,202926.3046875,184039,86957.29501127602,15e4,14e4,13e4,12e4,108700,FALSE
SO45,O,2015,4,6300053.25,857500,11121341.066676367,718803.25,676085.2,633367.1499999999,590649.1,547931.0499999999,FALSE
SO45,O,2016,29,5060088.344827586,2406500,5038582.623877701,19e4,171e3,141e3,70600,32000.00000000001,FALSE
SO45,S,2015,135,237728.6962962963,225e3,78345.66584782096,2e5,192e3,19e4,182e3,171750,FALSE
SO45,S,2016,124,250537.90322580645,247750,52272.119980684845,22e4,215e3,208350,190600,185e3,FALSE
SO45,T,2015,125,225857.792,189950,118384.73671120865,172500,165e3,161600,155e3,145440,FALSE
SO45,T,2016,142,250688.838028169,22e4,118740.49799186694,198862.5,192700,185150,18e4,158002.5,FALSE
SO50,D,2015,206,358571.2912621359,336500,107000.5450574794,295e3,283e3,273e3,258500,240662.5,FALSE
SO50,D,2016,195,387843.8717948718,355950,118085.29246875722,313e3,305e3,295200,278800,256775,FALSE
SO50,F,2015,261,200156.969348659,159e3,111199.52682978596,128500,124500,118e3,11e4,85500,FALSE
SO50,F,2016,236,182196.69491525425,165e3,88513.93080817866,139462.5,133e3,125e3,116975,101875,FALSE
SO50,O,2015,23,1228569.6956521738,444e3,2132430.404784312,291350,237000.00000000003,198900,192e3,176700,FALSE
SO50,O,2016,23,1421158.6956521738,403e3,2468879.282858933,206500,184200,122499.99999999999,83e3,73485,FALSE
SO50,S,2015,234,250990.23504273503,246500,38415.519830365716,227125,223e3,218e3,21e4,2e5,FALSE
SO50,S,2016,230,274615.73913043475,27e4,47429.688782189136,246625,240880,236050,225e3,21e4,FALSE
SO50,T,2015,316,223016.56645569621,219950,39983.03087765888,199950,195e3,185e3,179972.5,168750,FALSE
SO50,T,2016,346,241989.87861271677,238500,40493.645135957035,215125,211500,208e3,2e5,185500,FALSE
SO51,D,2015,211,563702.8815165877,51e4,260166.4799018582,382500,361995,348250,325e3,295e3,FALSE
SO51,D,2016,161,580936.645962733,49e4,265498.6671787264,4e5,375e3,36e4,345e3,32e4,FALSE
SO51,F,2015,143,189148.04195804195,188e3,71118.98147895442,135e3,126600.00000000001,111200.30000000002,93e3,85100,FALSE
SO51,F,2016,170,242204.48235294118,235e3,99576.31952505822,166645,151600,131524.99999999997,102450,93625,FALSE
SO51,O,2015,13,771076.7692307692,464e3,596454.6928440519,28e4,262e3,241999.99999999997,218e3,158e3,FALSE
SO51,O,2016,29,686347.448275862,486478,655685.1980834132,25e4,200520,153260,116000.00000000001,54e3,FALSE
SO51,S,2015,112,300000.1875,28e4,84303.52439743781,249998.75,238392,229998.25,208750.00000000003,185278,FALSE
SO51,S,2016,106,316138.92452830187,298725,89221.51451962246,27e4,261e3,253750,240500,219625,FALSE
SO51,T,2015,159,271673.72955974843,255e3,88434.91033449085,212750,207800,198500,184400,165e3,FALSE
SO51,T,2016,193,284964.71502590674,28e4,71656.51216303716,235e3,227900,210800,200400,182400,FALSE
SO52,D,2015,77,383128.3116883117,384950,70880.65628877803,33e4,325599,307e3,292500,271e3,FALSE
SO52,D,2016,35,371168.28571428574,37e4,86557.38046608886,312500,295e3,284100,272e3,25e4,FALSE
SO52,F,2015,8,140962.5,140250,33381.300903350064,123250,122200,121150,109360,95780,FALSE
SO52,F,2016,7,154e3,157e3,22135.943621178656,135e3,132e3,129800,129200,128600,FALSE
SO52,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO52,O,2016,6,832551,533500,927505.6704980299,370250,32e4,27e4,22e4,17e4,FALSE
SO52,S,2015,56,269866.4285714286,259e3,55397.89683170854,242e3,238e3,23e4,222500,215875,FALSE
SO52,S,2016,34,272351.4705882353,27e4,47209.71986028923,246250,240600,237125,223e3,213e3,FALSE
SO52,T,2015,37,216320.27027027027,215e3,40987.63780339998,195e3,185599.99999999997,178600,156500,143960,FALSE
SO52,T,2016,27,251592.59259259258,252e3,51085.154594490756,223750,214900,21e4,203600,166700,FALSE
SO53,D,2015,274,434443.602189781,399950,147182.55018982253,325e3,316485,3e5,28e4,259475,FALSE
SO53,D,2016,234,481887.05555555556,455e3,154782.42387971072,375e3,356500,338699.99999999994,32e4,304125,FALSE
SO53,F,2015,92,164652.1739130435,166750,40040.131594180755,136500,126e3,121300,116050,11e4,FALSE
SO53,F,2016,66,183481.0606060606,182e3,39963.85940894359,165150,148e3,139500,132500,123500,FALSE
SO53,O,2015,4,1572629.25,165e3,2923043.9426202467,61500,50400.00000000001,39300,28200.000000000004,17099.999999999993,FALSE
SO53,O,2016,8,3843250,213e4,5202049.84322801,147875,88900.00000000006,29924.99999999997,15650.000000000004,8825.000000000002,FALSE
SO53,S,2015,93,270152.82795698923,265e3,55348.21012592903,24e4,233600,229010.2,220300,205400,FALSE
SO53,S,2016,92,287547.7173913043,275500,50057.30212298044,25e4,245400,24e4,237545,230300,FALSE
SO53,T,2015,109,238858.16513761468,228500,49481.6294786395,209950,202e3,190200,182e3,169400,FALSE
SO53,T,2016,112,255433.0892857143,25e4,42521.95104630959,229950,225e3,217475,208100,190477.5,FALSE
SO97,D,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO97,D,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO97,F,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO97,F,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO97,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO97,O,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO97,S,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO97,S,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO97,T,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SO97,T,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP1,D,2015,124,405318.79032258067,398725,121974.0310748762,312375,304980,291800,281285,267450,FALSE
SP1,D,2016,110,425834.9909090909,409500,135976.80076520174,321237.5,313996,305700,279500,265575,FALSE
SP1,F,2015,86,181185.89534883722,169475,60625.08242129588,143125,139e3,133750,125e3,121085.5,FALSE
SP1,F,2016,93,202551.98924731184,164e3,124440.24435564791,14e4,133e3,125e3,119900,105e3,FALSE
SP1,O,2015,14,822462.4285714285,728593.5,581624.0871442806,393750,31e4,25e4,25e4,241250,FALSE
SP1,O,2016,16,824203.8125,486500,1180284.3115167473,242277.75,234111,220527.75,119750,20625,FALSE
SP1,S,2015,115,282836.62608695653,259995,113049.3169817632,227500,214e3,195340,192400,183250,FALSE
SP1,S,2016,125,303707.64,272995,144524.20548299278,24e4,23e4,216470,200600,192200,FALSE
SP1,T,2015,138,259871.4347826087,229725,125197.05433353847,195e3,190770,184100,177e3,163e3,FALSE
SP1,T,2016,162,284282.0987654321,24e4,176115.62778291162,21e4,2e5,196105.75,185e3,170250,FALSE
SP10,D,2015,154,339220.45454545453,325e3,93157.81055344903,278250,273600,27e4,258250,24e4,FALSE
SP10,D,2016,135,370167.44444444444,36e4,92844.12341827812,299975,29e4,283100,273200,252100,FALSE
SP10,F,2015,117,133214.44444444444,133e3,27968.26243769042,12e4,118e3,113800,1e5,79e3,FALSE
SP10,F,2016,129,152011.86046511628,144890,53682.431112827806,125e3,122600,114e3,109700,93800,FALSE
SP10,O,2015,11,1333681.8181818181,485e3,2263610.526048234,103500,42e3,42e3,42e3,23500,FALSE
SP10,O,2016,31,735950.2580645161,25e4,1876418.625781695,138750,137500,101250,32e3,13500,FALSE
SP10,S,2015,147,233344.3605442177,237e3,53167.936191618035,200750,191e3,185900,169980,155600,FALSE
SP10,S,2016,153,254801.13725490196,247e3,55131.264713129836,223500,219400,209800,196e3,187e3,FALSE
SP10,T,2015,247,188189.27125506074,182e3,39019.575948366604,162e3,16e4,154855,149e3,133550,FALSE
SP10,T,2016,245,204773.0081632653,199950,47413.77810878514,175e3,170850,169170,163200,15e4,FALSE
SP11,D,2015,282,431998.1134751773,343247.5,262222.05794634623,291248.75,282600,276e3,259995,244299.75,FALSE
SP11,D,2016,221,447166.628959276,37e4,221610.49315966695,3e5,292e3,28e4,265e3,25e4,FALSE
SP11,F,2015,92,137757.98913043478,143995,57857.2994335817,118125,111e3,99300,63739.49999999999,20625,FALSE
SP11,F,2016,58,160371.2931034483,144500,72668.84084885413,121150,116e3,104750,96800,95170,FALSE
SP11,O,2015,6,432366.6666666667,392500,323134.56433298293,285e3,27e4,205625,141250,76875,FALSE
SP11,O,2016,14,846351.6428571428,545e3,1496244.8638677278,158292.5,124e3,97156.25,60187.499999999985,41917.5,FALSE
SP11,S,2015,207,250092.7004830918,245e3,64710.28835612738,215e3,208100,189990.5,183590,159597.2,FALSE
SP11,S,2016,193,288015.9378238342,269995,111604.7727075338,237500,225e3,214999,196800.00000000003,176180,FALSE
SP11,T,2015,194,227168.3969072165,219500,87901.50070858246,176996,173200,164e3,159705,147996,FALSE
SP11,T,2016,175,248553.48571428572,237e3,83576.67501987422,198600,185e3,181e3,169970,155036,FALSE
SP2,D,2015,132,384769.9772727273,351975,136500.49208447867,279e3,27e4,255e3,247650,23e4,FALSE
SP2,D,2016,123,426326.35772357724,389950,162380.15087614467,309500,293800,285e3,270600,249955,FALSE
SP2,F,2015,107,170188.03738317758,15e4,96881.06115367822,123750,12e4,110900,106200,85e3,FALSE
SP2,F,2016,118,172960.7627118644,155e3,90462.85452653212,124850,121970,117775,112100,98625,FALSE
SP2,O,2015,12,275183.3333333333,161e3,303751.51876412926,148750,146e3,134500,118e3,97900,FALSE
SP2,O,2016,16,486862.125,219725,605301.9192649648,77375,75500,34250,19725,17837.5,FALSE
SP2,S,2015,122,247806.55737704918,241750,73481.45432828041,201212.5,186790,18e4,171300,148250,FALSE
SP2,S,2016,112,255283.91964285713,25e4,68610.12497446351,205e3,196600,189982.5,175e3,153875,FALSE
SP2,T,2015,240,212416.7375,192500,71678.02442199137,171750,169e3,161850,155e3,135950,FALSE
SP2,T,2016,203,240603.67980295565,22e4,99318.13411966029,186375,181700,176853.7,160200,143050,FALSE
SP3,D,2015,100,484098,402475,236375.92362312807,353750,319e3,290850,279500,249900,FALSE
SP3,D,2016,114,439434.2105263158,407500,192913.2149686698,308250,29e4,272600,25e4,191250,FALSE
SP3,F,2015,7,177500,17e4,41091.36162260871,154250,151400,146800,138700,130600,FALSE
SP3,F,2016,8,211562.5,153750,113424.43598524715,145e3,143600,142200,142e3,142e3,FALSE
SP3,O,2015,4,72e3,6e4,24e3,6e4,6e4,6e4,6e4,6e4,FALSE
SP3,O,2016,9,287400,15e4,230496.83295004294,132e3,119040,106080,94680,84840,FALSE
SP3,S,2015,49,293601.20408163266,25e4,227525.80136702623,19e4,182500,173300,167200,158200,FALSE
SP3,S,2016,54,274934.25925925927,262500,96690.51719521768,217125,21e4,199900,188e3,18e4,FALSE
SP3,T,2015,50,236818.76,207500,106918.3669763058,169250,163700,157450,124500,114975,FALSE
SP3,T,2016,31,240893.5483870968,228500,105299.4521526865,181500,175e3,167750,102e3,70350,FALSE
SP4,D,2015,210,363696.1095238095,313497.5,246364.35003829547,258875,25e4,24e4,229705,192250,FALSE
SP4,D,2016,210,357904.54761904763,311e3,208364.93913659573,266375,252e3,248682.49999999997,232950,22e4,FALSE
SP4,F,2015,74,186251.14864864864,160609,82804.42721730415,133125,128000.00000000001,116900,101465,78937.5,FALSE
SP4,F,2016,54,166497.16666666666,144997.5,63370.056650717095,125875,123300,114749.99999999999,106300,95065,FALSE
SP4,O,2015,12,521833.3333333333,3e5,685831.5236177751,96500,95400,86250,72500,61e3,FALSE
SP4,O,2016,29,503313.5862068966,435e3,497165.9896913934,95e3,85600,85e3,55800,50200,FALSE
SP4,S,2015,150,222701.56666666668,224e3,57915.788466851904,195e3,185800,175e3,167250,14e4,FALSE
SP4,S,2016,172,235482.38372093023,228975,55626.039619573225,205e3,197599,19e4,185e3,169812.5,FALSE
SP4,T,2015,128,200410.8203125,194e3,49505.87749158227,171875,165e3,162025,157050,152175,FALSE
SP4,T,2016,134,210046.26865671642,207250,45957.65833930776,18e4,175600,166475,159965,147375,FALSE
SP5,D,2015,233,493840.3605150215,435e3,279984.6576081856,325e3,305e3,286600,275e3,243600,FALSE
SP5,D,2016,169,515708.9940828402,45e4,246523.89062352697,345e3,329980,305500,289500,265e3,FALSE
SP5,F,2015,15,185163.33333333334,135e3,110340.33465773499,125750,122600,117700,117e3,96900,FALSE
SP5,F,2016,9,182611.11111111112,12e4,137430.1590303639,11e4,101200,92400,86900,84700,FALSE
SP5,O,2015,7,7541257.857142857,35e4,18627070.348185875,268750,264400,250750,218500,186250,FALSE
SP5,O,2016,14,559821.4285714285,372500,484669.2610248948,188125,162500,152e3,112999.99999999999,93250,FALSE
SP5,S,2015,55,279317.5272727273,258500,83955.33139929223,23e4,22e4,204460,196980,179400,FALSE
SP5,S,2016,60,335183.48333333334,278750,231368.5813644388,227625,224500,219700,204500,181100,FALSE
SP5,T,2015,47,258402.1489361702,224950,106606.21647425443,183750,174e3,165e3,16e4,16e4,FALSE
SP5,T,2016,53,275206.6037735849,232500,188899.32912027504,194e3,185780,180800,172e3,159e3,FALSE
SP6,D,2015,145,451023.4482758621,375e3,223427.8473870856,303e3,29e4,285e3,263800,245e3,FALSE
SP6,D,2016,137,521751.09489051095,395e3,322588.8950366988,327500,315e3,300380,285980,27e4,FALSE
SP6,F,2015,25,143940,137e3,48645.721805725116,122e3,102e3,97400,85400,78400,FALSE
SP6,F,2016,32,159553.125,158e3,39227.79819477098,136187.5,125400,111200,105100,97300,FALSE
SP6,O,2015,7,864571.4285714285,421500,1265481.0820583685,212500,157600.00000000003,109349.99999999999,74400.00000000001,39450.00000000001,FALSE
SP6,O,2016,17,1256564.5882352942,425e3,2508623.8476339737,202e3,152400,135800,129800,111e3,FALSE
SP6,S,2015,46,256844.02173913043,254e3,72176.53647380894,219250,211e3,192625,187500,180500,FALSE
SP6,S,2016,50,297004,27e4,79788.22661347005,249962.5,244800,24e4,229500,207375,FALSE
SP6,T,2015,36,221455.55555555556,211e3,52329.309975764845,185e3,183e3,180500,178e3,17e4,FALSE
SP6,T,2016,35,236671.85714285713,225015,42603.72170441483,21e4,204800,200400,195800,191400,FALSE
SP7,D,2015,117,352360.47008547006,295e3,173629.10063922388,25e4,238400.00000000003,224397,216200,189600,FALSE
SP7,D,2016,131,375749.2366412214,32e4,167271.97269540644,245225,238e3,234995,227995,22e4,FALSE
SP7,F,2015,38,131366.84210526315,119975,82000.63921488705,86e3,76e3,69375,56500,44625,FALSE
SP7,F,2016,46,142173.04347826086,123997.5,70270.19326601081,93e3,87500,82500,67e3,55750,FALSE
SP7,O,2015,9,366459.77777777775,2e5,606711.79077091,5e4,46e3,42e3,36e3,28e3,FALSE
SP7,O,2016,16,344356.25,24e4,368140.34093671397,49e3,4e4,31375,26850,21900,FALSE
SP7,S,2015,94,239662.1489361702,218500,89890.51499953042,180500,179995,174799.75,162996.5,154650,FALSE
SP7,S,2016,84,238771.30952380953,214e3,82739.57200744594,179745,176995,175445,166298.5,158174.25,FALSE
SP7,T,2015,114,189472.5,169997.5,65974.30995474242,148500,14e4,138325,131200,124982.5,FALSE
