outcode,property_type,n,avg_price,sd,q05,q10,q15,q20,q25,q50,q75
B50,T,77,197868.4025974026,73763.65147590965,122900.0,145e3,154200.0,159950.0,165e3,178e3,206e3
B6,F,16,61187.5,18344.731305382116,39875.0,43750.0,47250.0,48e3,49500.0,58500.0,68500.0
B6,O,43,1098583.7209302327,1300705.190222419,80500.0,96e3,131600.0,165e3,22e4,48e4,2031e3
B6,S,29,121336.20689655172,33377.72700617168,79e3,87600.0,90500.0,95800.0,1e5,122e3,135e3
B6,T,165,103278.9696969697,29695.33642913177,72100.0,75940.0,8e4,83764.0,85e3,95e3,117e3
B60,D,450,358852.3777777778,124390.95664163942,228900.0,245e3,260700.0,27e4,28e4,323997.5,399998.75
B60,F,137,115223.17518248175,50523.550095897,62500.0,67400.0,7e4,72200.0,77e3,11e4,144e3
B60,O,52,608242.5961538461,1332694.0279013235,51540.0,82550.0,89300.0,102600.00000000001,126500.0,264500.0,607750.0
B60,S,299,228496.54180602008,84796.5910256889,133900.0,148e3,156400.0,168914.8,177750.0,219e3,25e4
B60,T,208,181279.76442307694,53655.391187245215,112e3,121700.0,127580.0,128e3,144750.0,17e4,218312.5
B61,D,248,323283.3064516129,112406.89236415368,215700.0,229700.0,24e4,25e4,255e3,289250.0,355500.0
B61,F,62,100901.93548387097,26304.141407939627,66025.0,69100.0,72e3,73700.0,78500.0,98e3,119987.5
B61,O,27,1111045.5925925926,3555438.7028523497,46860.0,62480.0,142000.00000000003,156e3,17e4,325e3,57e4
B61,S,283,192409.88339222615,61813.459961355955,135150.0,145e3,15e4,155e3,160250.0,18e4,205e3
B61,T,250,164272.184,41012.17911789305,109725.0,12e4,125675.0,132900.0,137125.0,159950.0,188e3
B62,D,278,275275.62949640286,111043.57833733433,145850.0,17e4,188550.0,195e3,203250.0,257871.5,313746.25
B62,F,59,112749.91525423729,40876.69695403489,69500.0,75e3,75e3,75e3,8e4,104e3,125e3
B62,O,15,955713.0,1432299.7884768099,4095.0,12210.000000000007,25024.5,32196.000000000004,38122.5,87600.0,105e4
B62,S,285,187728.0350877193,61995.74630596825,108400.0,123440.0,13e4,14e4,15e4,175e3,22e4
B62,T,223,148265.56950672646,59322.32567050944,75100.0,83340.0,92300.0,99400.0,106250.0,135e3,177250.0
B63,D,207,229441.78260869565,68127.05922863419,134900.0,153100.0,161950.0,17e4,176e3,22e4,274750.0
B63,F,135,93641.12592592592,27260.950635363493,48100.0,55880.0,65e3,69990.0,77500.0,94e3,107500.0
B63,O,23,321886.4347826087,498171.58980204124,11300.000000000004,5e4,53450.0,84900.00000000003,122500.0,163e3,302499.5
B63,S,489,165551.84662576686,47233.359136337625,104e3,114400.0,122e3,125e3,133e3,160500.0,189950.0
B63,T,332,136178.48493975904,42681.21868034051,85550.0,95e3,105e3,11e4,114e3,131e3,152625.0
B64,D,79,205109.17721518988,58418.32496693612,134e3,147200.0,155100.0,161800.0,168750.0,19e4,236e3
B64,F,42,78913.09523809524,16919.003817773384,51022.5,6e4,63300.0,65e3,69237.5,78e3,89e3
B64,O,36,177235.86111111112,284825.0312920601,5e3,5e3,5e3,5e3,5e3,22500.0,25e4
B64,S,161,129882.82608695653,32983.59129354421,84e3,9e4,95e3,102e3,105e3,125e3,148e3
B64,T,121,107913.22314049587,23872.60438993046,75e3,78500.0,85e3,9e4,92500.0,103500.0,12e4
B65,D,92,185102.77173913043,47141.61835913944,116850.0,133200.0,141300.0,145150.0,148375.0,174500.0,227748.75
B65,F,43,87918.6046511628,20179.90225817513,57650.0,59200.0,60450.0,66900.0,72750.0,91e3,1e5
B65,O,16,318237.5,331969.2146871454,4737.5,5650.0,14237.5,4e4,7e4,163750.0,541250.0
B65,S,244,125188.63524590163,26608.051290145246,87e3,93450.0,1e5,105e3,107e3,124250.0,14e4
B65,T,201,109680.0248756219,29481.0249037305,65e3,8e4,83500.0,86500.0,9e4,108e3,123e3
B66,D,21,196752.38095238095,26223.41261254185,165e3,174950.0,179950.0,18e4,185e3,198950.0,219950.0
B66,F,53,69733.77358490566,21535.5527358844,29600.0,41100.0,43790.0,48200.0,54e3,75e3,83e3
B66,O,46,495409.54347826086,1301417.1380991943,43083.25,52500.0,58750.0,73e3,77750.0,149975.0,28e4
B66,S,99,152218.70707070708,33877.44678391495,92e3,99950.0,1e5,118800.0,134750.0,159950.0,174751.0
B66,T,266,116232.59398496241,30160.537891214088,73375.0,82e3,88875.0,91e3,93e3,112e3,132125.0
B67,D,29,260736.2068965517,79017.20867786572,162e3,177e3,182e3,19e4,211500.0,25e4,299950.0
B67,F,9,73166.66666666667,20955.309589695877,45400.0,46800.0,48600.0,50800.0,53e3,78e3,85e3
B67,O,7,228e3,146331.81472256812,78500.0,92e3,105499.99999999999,11e4,11e4,18e4,355500.0
B67,S,185,157327.48648648648,60979.94254645184,97100.0,105e3,11e4,115e3,12e4,142500.0,168e3
B67,T,538,132819.10037174722,42981.26646054408,81041.25,86700.0,92500.0,95400.0,101e3,125250.0,151750.0
B68,D,68,221903.9705882353,77962.40309238435,135e3,144950.0,155200.0,161800.0,164750.0,191e3,275500.0
B68,F,52,83563.46153846153,72210.74149863583,51300.0,54e3,56650.0,58600.0,6e4,69975.0,86e3
B68,O,7,133660.7142857143,71048.79171084776,27237.500000000004,49850.00000000001,72462.5,88500.0,101250.0,16e4,179750.0
B68,S,404,148330.95544554456,39405.26435548997,95150.0,103803.00000000001,111450.0,117060.0,121500.0,144e3,169237.5
B68,T,275,119795.8,45845.26421163963,70700.0,79200.0,83550.0,87400.0,91e3,113e3,129950.0
B69,D,144,208175.27083333334,43238.39630834782,135300.0,152600.0,163450.0,169200.0,175687.5,210250.0,243750.0
B69,F,66,68356.06060606061,21563.42079889266,29962.5,35e3,48187.5,54e3,55625.0,7e4,81875.0
B69,O,37,1019038.972972973,1640077.601913118,74400.0,8e4,93199.99999999999,113500.0,15e4,25e4,102e4
B69,S,367,123856.9863760218,31056.913108919973,83500.0,89980.0,93900.0,97e3,101e3,119e3,14e4
B69,T,163,109428.33742331289,30727.146235945766,69150.0,75600.0,8e4,82700.0,85500.0,11e4,124975.0
B7,D,2,203500.0,136471.60876900368,116650.00000000001,126300.00000000001,135950.0,145600.0,155250.0,203500.0,251750.0
B7,F,9,80277.77777777778,26215.585906945595,63100.0,63700.0,65e3,67e3,69e3,75e3,77e3
B7,O,24,583204.2083333334,1011873.9476341377,102755.65000000001,118859.7,128999.99999999999,150320.0,204300.0,277500.0,405625.0
B7,S,6,117096.66666666667,27670.057221962274,80145.0,90290.0,100435.0,110580.0,111185.0,116500.0,135e3
B7,T,20,100075.0,21335.832844252756,69500.0,7e4,78500.0,82e3,85875.0,103e3,11e4
B70,D,91,194112.4945054945,57395.15195387414,109e3,13e4,14e4,149950.0,157500.0,196500.0,224486.0
B70,F,37,81985.45945945945,27821.735897789815,44500.0,48e3,55e3,58400.0,6e4,75e3,114995.0
B70,O,41,323981.7073170732,333971.87564151594,6e4,9e4,117500.0,125e3,136e3,228e3,33e4
B70,S,192,138366.38541666666,40958.71546281407,77722.5,89550.0,95e3,104996.0,11e4,135e3,165995.0
B70,T,319,167418.9498432602,801238.2241529681,75e3,83e3,86e3,9e4,93750.0,12e4,149950.0
B71,D,81,214004.93827160494,65156.61593659268,115e3,13e4,140750.0,156e3,165e3,218100.0,249950.0
B71,F,102,73111.76470588235,35925.60807650805,27050.0,33e3,35e3,36100.0,38125.0,71250.0,105e3
B71,O,6,269372.6666666667,234030.8558995302,28625.0,52250.0,75875.0,99500.0,114625.0,201500.0,476526.0
B71,S,296,137529.2060810811,38663.05905801412,90750.0,95750.0,105e3,107500.0,111e3,129500.0,155e3
B71,T,164,112834.7256097561,27753.926960595396,70300.0,80600.0,87900.0,92500.0,96e3,11e4,123125.0
B72,D,135,391419.25925925927,113064.86019708999,249100.0,27e4,283200.0,294e3,31e4,373e3,463e3
B72,F,113,142939.82300884955,61865.07177176422,67800.0,7e4,79400.0,89970.0,91500.0,134e3,177e3
B72,O,16,1156000.3125,2518591.3440839294,6100.0,63400.0,127500.0,15e4,159375.0,45e4,756750.0
B72,S,104,270187.98076923075,84344.80362076177,178575.0,193e3,205450.0,213790.0,22e4,25e4,287937.5
B72,T,68,212307.33823529413,57232.80631330102,145752.5,149700.0,154175.0,160820.0,167500.0,194500.0,25e4
B73,D,245,376751.1469387755,129065.70311388536,231400.00000000003,26e4,269e3,279460.0,282500.0,35e4,42e4
B73,F,209,162844.76076555025,85150.44542003846,81700.0,95e3,103e3,11e4,117500.0,137500.0,185e3
B73,O,11,740318.1818181818,1507925.765293625,38e3,75e3,95e3,115e3,116250.0,22e4,48e4
B73,S,266,272467.5037593985,86454.09852585853,158500.0,177250.0,191750.0,205e3,213500.0,256e3,323750.0
B73,T,148,213283.6081081081,57918.06289214712,149965.75,156700.0,163050.0,167200.0,174500.0,2e5,248500.0
B74,D,500,540320.698,327938.9327680482,262500.0,289500.00000000006,304775.0,322400.0,332875.0,435e3,65e4
B74,F,315,169648.2253968254,77561.46159542417,93800.00000000001,105800.00000000001,114100.0,12e4,123500.0,147e3,184475.0
B74,O,9,286538.8888888889,240923.53789348004,549.9999999999999,850.0,32800.00000000003,96400.00000000001,16e4,285e3,35e4
B74,S,329,257120.06079027356,76375.4183972968,18e4,189460.0,2e5,205e3,21e4,232500.0,28e4
B74,T,75,231308.10666666666,95686.1161753271,139e3,160100.0,169100.0,175800.0,184300.0,21e4,242500.0
B75,D,389,394653.69922879175,141939.28028803397,26e4,279596.0,29e4,3e5,315e3,37e4,435e3
B75,F,107,121506.53271028037,48884.19106598581,71735.0,76500.0,79949.1,86400.0,92250.0,118e3,135e3
B75,O,8,209211.625,190544.29213922753,2757.9500000000003,5297.9000000000005,8551.249999999996,16085.000000000007,23618.75,232500.0,287500.0
B75,S,348,245408.34770114944,70627.90240120013,145e3,16e4,172670.0,185e3,198746.25,244250.0,286750.0
B75,T,194,197595.9793814433,57761.444558113224,133800.0,145e3,150950.0,16e4,164688.0,183250.0,22e4
B76,D,237,337538.4641350211,107324.90403346346,219e3,241200.0,250500.0,264200.0,275e3,32e4,375e3
B76,F,108,119418.79629629629,34241.19516315264,69150.0,77350.0,90075.0,93700.0,95e3,125e3,135e3
B76,O,13,2068486.0,3690448.901382414,116700.00000000001,19e4,205e3,262000.00000000006,34e4,367500.0,15e5
B76,S,260,221929.29615384617,61395.78941583076,154710.25000000003,167450.0,174275.0,180800.00000000003,189337.5,215e3,247500.0
B76,T,130,195056.07692307694,52593.203443445505,124450.0,135e3,145700.0,154400.0,16e4,185e3,231496.25
B77,D,462,249648.87662337662,65355.32316717791,158550.0,174e3,182e3,195e3,205500.0,244850.0,285e3
B77,F,114,100234.35087719298,27727.868426983612,60300.0,66900.0,71500.0,76900.0,83125.0,100295.0,115e3
B77,O,44,298732.95454545453,510500.96393585776,5097.5,8294.999999999998,64075.0,67200.0,102e3,176125.0,299375.0
B77,S,628,156544.88853503185,31634.182511602037,114512.5,124e3,13e4,133700.0,137375.0,152750.0,171937.5
B77,T,485,133157.90103092784,35037.005583272265,9e4,97700.0,103e3,105e3,11e4,124950.0,15e4
B78,D,206,282417.8883495146,110100.10602676342,167500.0,187e3,2e5,205e3,218125.0,25e4,309500.0
B78,F,39,109855.1282051282,23493.35794956287,68700.0,73990.0,84100.0,85800.0,91e3,116e3,128e3
B78,O,16,1574976.375,3610128.504883575,1138.5,2036.0,3320.75,5e3,8375.0,121e3,682500.0
B78,S,286,163832.65034965036,41530.8224233704,11e4,12e4,128562.5,13e4,135250.0,157250.0,184500.0
B78,T,196,145546.50510204083,69999.03146146785,87375.0,95e3,1e5,105500.0,11e4,129997.5,154e3
B79,D,179,334326.62011173187,155589.85026687424,18e4,189500.0,206150.0,215570.0,226500.0,295e3,383750.0
B79,F,82,109698.24390243902,27583.77724452508,75025.0,79113.1,83500.0,85600.0,88500.0,106500.0,12e4
B79,O,23,294120.2173913043,310906.9474810687,9702.500000000002,34200.0,55599.99999999999,88200.0,100500.0,175e3,377500.0
B79,S,216,183001.94907407407,75397.03248279305,103750.0,12e4,130375.0,137e3,142750.0,167750.0,205750.0
B79,T,169,142483.4023668639,42667.02114356834,95600.0,102900.0,107800.0,115e3,118e3,133e3,155e3
B8,D,9,184994.44444444444,60654.24781313983,93999.99999999999,138e3,16e4,16e4,16e4,21e4,22e4
B8,F,15,55533.333333333336,16052.888777264921,30200.000000000004,36200.0,39200.00000000001,47600.00000000001,51e3,56e3,64e3
B8,O,23,1075243.8695652173,2727926.7664974458,11530.500000000002,26444.0,41200.0,68200.0,86e3,165e3,581250.0
B8,S,109,121839.14678899082,35767.35755127118,7e4,79500.0,87600.0,93e3,102500.0,12e4,145e3
B8,T,348,106991.65229885057,27774.370728373702,7e4,78e3,82e3,87e3,9e4,105e3,122e3
B80,D,82,328348.1707317073,93820.84465444871,216200.0,235e3,248300.0,258200.0,273e3,31e4,353750.0
B80,F,21,111950.0,17030.340572049638,77500.0,88e3,95e3,96e3,105e3,115e3,123e3
B80,O,4,250312.5,198201.22088002722,85249.99999999999,105500.0,125749.99999999999,146e3,166250.0,202500.0,286562.5
B80,S,79,219547.83544303797,61883.43688254275,155e3,161600.0,167500.0,173500.0,178500.0,202500.0,238750.0
B80,T,64,181244.140625,92916.70988064205,108300.0,117950.0,133225.0,138400.0,144750.0,162250.0,180500.0
B9,D,4,184987.5,20493.916780352163,165050.0,166100.0,167150.0,168200.0,169250.0,185500.0,201237.5
B9,F,23,76706.52173913043,27690.112710085403,42300.0,45600.0,51600.0,61800.0,64750.0,72e3,85e3
B9,O,14,177535.64285714287,105360.70907389976,78249.35,84799.3,95199.95,99600.0,104e3,148750.0,213750.0
B9,S,66,136828.30303030304,35817.0429982366,84250.0,9e4,98750.0,105750.0,112250.0,137500.0,159500.0
B9,T,220,104566.67727272728,29369.359319856496,69950.0,75935.7,82470.0,85e3,89e3,1e5,115e3
B90,D,486,386933.74485596706,110671.13866156866,25e4,271250.0,285e3,294995.0,303500.0,368475.0,439375.0
B90,F,381,152094.5223097113,46250.89242163362,92e3,107e3,115e3,119950.0,125e3,148500.0,172500.0
B90,O,57,2316963.3333333335,4431180.005107666,26600.000000000004,80500.0,115400.0,158427.40000000002,194348.0,3e5,1125e3
B90,S,743,253039.97711978466,57514.714297829276,17e4,187700.0,195e3,207260.0,217e3,246500.0,285e3
B90,T,367,222191.3051771117,60567.13403751769,127366.0,149e3,162450.0,17e4,178e3,22e4,259950.0
B91,D,507,533956.2958579882,203310.88133631766,33e4,355e3,370450.0,388e3,409975.0,475e3,599950.0
B91,F,363,210088.94490358126,92873.39866714209,11e4,121e3,132635.0,148200.0,154500.0,194762.0,236750.0
B91,O,23,2347751.2608695654,4831976.302287193,73035.0,105866.8,130953.79999999999,162799.60000000003,237499.5,6e5,2087282.0
B91,S,258,326537.3953488372,114076.70846448945,184962.5,205e3,22e4,235800.0,248625.0,310056.0,38e4
B91,T,109,250941.623853211,76545.55993833915,151700.0,169800.0,179960.0,185600.0,191500.0,248500.0,283e3
B92,D,199,423852.13065326633,218928.99666688443,202250.0,241900.0,259250.0,277970.0,3e5,377500.0,463500.0
B92,F,227,141310.48898678413,39430.38904738293,91200.0,1e5,109350.0,112100.0,117e3,133e3,16e4
B92,O,12,266245.0,260562.28417858874,49423.0,76e3,76e3,76e3,76e3,197750.0,329100.0
B92,S,612,235353.01633986927,77490.00620613115,158775.0,166275.0,175e3,183e3,188750.0,22e4,260125.0
B92,T,285,211331.4105263158,61167.35636347518,141600.0,152200.0,157800.0,164e3,17e4,197500.0,243e3
B93,D,389,582336.2802056555,218042.793750698,365e3,379160.0,395670.0,415300.0,435e3,519950.0,668e3
B93,F,199,252121.63316582915,97700.7086457923,145450.0,168960.0,179065.0,186e3,188729.0,218926.0,292250.0
B93,O,12,1190473.25,1094620.1854065533,104102.75,167000.00000000003,233e3,308320.0,399950.0,627500.0,1949138.0
B93,S,179,387008.7318435754,162393.5564587146,213000.00000000003,264e3,295e3,302200.0,31e4,35e4,4e5
B93,T,98,300771.01020408166,93424.4078991629,178532.6,212e3,225e3,240770.0,248487.5,299975.0,333700.0
B94,D,117,664952.6495726496,376202.47135110357,34e4,36e4,390400.0,408e3,415e3,55e4,76e4
B94,F,14,274925.0,102429.87235177051,164175.0,191900.0,206850.0,215200.0,220625.0,244975.0,314375.0
B94,O,7,1026204.2857142857,567324.3359213242,269500.0,304e3,338499.99999999994,453000.0000000001,607500.0,115e4,1437500.0
B94,S,63,343057.15873015876,91699.4842628418,215600.0,245990.0,253500.0,272e3,287500.0,324950.0,395e3
B94,T,31,314218.70967741933,145354.6188405431,200415.0,21e4,227500.0,24e4,24e4,295e3,35e4
B95,D,77,587009.1038961039,256859.92879642564,284700.0,308e3,345e3,359200.0,39e4,508500.0,785e3
B95,F,34,183623.5294117647,74727.46364978148,109125.0,11e4,113800.0,118800.0,128e3,168750.0,197250.0
B95,O,14,736728.5714285715,725368.8392583686,126965.0,200269.99999999997,339305.00000000006,357500.0,366275.0,464e3,896250.0
B95,S,54,316853.3888888889,121185.16011248005,186500.0,196485.0,212125.0,227500.0,250875.0,284750.0,355250.0
B95,T,57,356334.56140350876,196868.75417820673,188e3,205e3,213200.0,226e3,235e3,295e3,375e3
B96,D,102,426185.2156862745,152249.3009809915,225115.00000000003,27e4,285e3,304400.0,316250.0,39e4,489625.0
B96,F,23,108464.13043478261,28329.278167334473,70705.0,78200.0,81382.5,82565.0,83500.0,11e4,120100.0
B96,O,5,735e3,521152.5688318153,26e4,295e3,33e4,365e3,4e5,46e4,122e4
B96,S,48,228138.54166666666,53267.88905345314,135500.0,166600.0,181325.00000000003,19e4,191500.0,235e3,26e4
B96,T,32,224987.5,80220.00293547577,141500.0,147750.0,153900.0,161100.0,168875.0,193500.0,263750.0
B97,D,434,296191.0668202765,96983.7852450352,19e4,201300.0,212400.0,222300.0,230250.0,278250.0,337500.0
B97,F,119,105693.33613445378,24136.403700591363,67800.0,76900.0,82500.0,86e3,9e4,105e3,119500.0
B97,O,20,833203.45,1597469.053253054,115400.0,128350.0,134175.0,165000.00000000003,193125.0,302500.0,503750.0
B97,S,328,181546.78353658537,40097.06303091653,126e3,136865.0,145e3,15e4,156375.0,18e4,199950.0
B97,T,282,154311.01063829788,35707.82371067875,109050.0,119955.0,124610.0,13e4,135e3,148e3,173e3
B98,D,336,264348.6369047619,81519.24876233363,177500.0,195e3,204996.25,211995.0,219995.0,253500.0,280248.75
B98,F,131,101817.17557251909,24591.84415379054,67750.0,74e3,8e4,82e3,85e3,98500.0,118750.0
B98,O,50,2272221.74,8274408.648979504,79308.9,94250.0,116750.0,137e3,155500.0,244500.0,417067.5
B98,S,385,170474.73506493506,37301.98321452786,127e3,135e3,140600.0,146200.0,15e4,167e3,187500.0
B98,T,601,138255.29450915143,33910.60387319556,97500.0,11e4,115e3,118e3,12e4,133e3,147e3
BA1,D,203,708884.5320197045,383374.7686237833,350150.0,383e3,41e4,44e4,463250.0,602e3,815262.5
BA1,F,688,310730.07994186046,203441.6888376087,133665.0,152e3,165e3,179400.0,187500.0,255e3,365e3
BA1,O,79,1966790.3417721519,4833066.290865146,1e4,21728.0,46999.99999999999,87561.60000000003,150099.5,425e3,1236250.0
BA1,S,244,450006.7172131148,264172.99583753,225325.0,252100.0,278900.0,299200.0,309562.5,381125.0,495e3
BA1,T,566,503825.3180212014,460717.93134572514,215e3,24e4,255e3,275e3,287125.0,365e3,561125.0
BA10,D,36,428979.1666666667,228319.59410784565,228750.0,248250.0,256250.0,28e4,287500.0,412500.0,496250.0
BA10,F,13,111923.07692307692,102758.18015974975,67500.0,68300.0,70700.0,71900.0,72500.0,8e4,88e3
BA10,O,1,64530.0,NA,64530.0,64530.0,64530.0,64530.0,64530.0,64530.0,64530.0
BA10,S,24,238617.04166666666,70500.55106505516,171600.0,176200.0,179450.0,182400.0,190375.0,216500.0,271250.0
BA10,T,40,257737.5,138139.0505094089,115575.0,134500.0,145e3,145800.0,154500.0,219e3,312500.0
BA11,D,299,382767.4581939799,173125.1331215366,214750.0,234800.0,249985.0,255900.0,267250.0,32e4,447500.0
BA11,F,176,125472.98295454546,34009.208337822594,80750.0,88500.0,94612.5,101500.0,105750.0,124e3,135e3
BA11,O,40,565003.5,729609.2026540207,50450.0,118100.00000000003,126067.15,146e3,15e4,285e3,485e3
BA11,S,281,236211.4697508897,78985.68275037466,15e4,16e4,172e3,18e4,188e3,224e3,258500.0
BA11,T,524,219669.9064885496,96008.84875871615,14e4,147500.0,152500.0,157e3,165e3,197500.0,25e4
BA12,D,379,354670.68865435355,164816.07192734242,184e3,205e3,216400.0,23e4,243750.0,31e4,413750.0
BA12,F,81,96673.456790123455,35830.98701405299,53e3,57e3,6e4,62950.0,7e4,95e3,118e3
BA12,O,24,627445.25,1619613.3546489542,4522.000000000001,13403.000000000005,38999.999999999985,59600.000000000015,72e3,175e3,397500.0
BA12,S,221,219856.98642533936,90526.52486574303,135e3,145e3,16e4,165e3,17e4,195e3,238500.0
BA12,T,311,174292.40192926046,59350.98678949082,110500.0,125e3,13e4,135e3,14e4,163e3,19e4
BA13,D,329,323902.42553191487,153325.52798392734,180200.0,202e3,209960.0,22e4,23e4,285e3,365e3
BA13,F,111,115493.22522522522,52135.00018652359,63e3,7e4,77e3,8e4,81750.0,11e4,125e3
BA13,O,23,572625.9130434783,771731.5736105111,52e3,71e3,80250.0,114700.00000000001,149e3,22e4,647500.0
BA13,S,263,197338.2091254753,52824.060790756754,140250.0,148e3,154285.0,160668.0,165e3,189995.0,216750.0
BA13,T,273,167007.44322344323,60735.506155468225,108200.0,117200.0,125e3,131e3,134500.0,159e3,182500.0
BA14,D,854,300401.3922716628,101314.31131136708,192325.0,21e4,219970.25,228800.0,238487.5,279995.0,326500.0
BA14,F,296,126590.4222972973,117989.8918792136,76500.0,83e3,86e3,92e3,95e3,117500.0,139961.25
BA14,O,34,513447.5882352941,961345.8277846302,71300.0,75900.0,79900.0,84500.0,92500.0,253500.0,621527.75
BA14,S,526,208483.463878327,63897.89117573689,143e3,155e3,16e4,167e3,175e3,199e3,225e3
BA14,T,635,173126.64566929135,46679.589612485055,114e3,125e3,132262.4,139999.0,146750.0,167500.0,192250.0
BA15,D,147,479008.9455782313,208813.0452974157,259400.0,29e4,328780.0,342740.0,35e4,43e4,555e3
BA15,F,95,203363.68421052632,65652.06298799808,122900.0,128240.0,140345.0,152460.0,157125.0,192700.0,24e4
BA15,O,19,417473.63157894736,519015.52892580634,24999.899999999998,60999.99999999999,97474.99999999999,116150.0,135375.0,225e3,595e3
BA15,S,124,366801.4112903226,244636.59626212023,200750.0,225e3,235e3,249570.0,26e4,31e4,394218.75
BA15,T,173,322635.77456647396,115004.56934643658,181180.0,199590.0,21e4,219970.0,227600.0,299950.0,395e3
